Drug	Protein
2118	A0N0X8
5505	A0N0X8
5584	A0N0X8
4485	A0N0X8
2519	A0N0X8
3562	A0N0X8
4754	A0N0X8
2145	A0N0X8
2733	A0N0X8
2187	A0N0X8
3902	A0N0X8
3608	A0N0X8
92727	A0N0X8
59694	A0N0X8
2973	A0N0X8
11954367	A0N0X8
11983193	A0N0X8
71454	A0N0X8
4114	P05177
1983	P05177
2118	P05177
135398737	P05177
5505	P05177
5584	P05177
4174	P05177
4485	P05177
135398745	P05177
2519	P05177
3562	P05177
4205	P05177
4754	P05177
2145	P05177
2733	P05177
2187	P05177
3902	P05177
3608	P05177
92727	P05177
59694	P05177
2973	P05177
11954367	P05177
11983193	P05177
71454	P05177
4114	Q53TK1
2118	Q53TK1
5505	Q53TK1
5584	Q53TK1
4174	Q53TK1
4485	Q53TK1
2519	Q53TK1
3562	Q53TK1
2145	Q53TK1
2187	Q53TK1
3902	Q53TK1
3608	Q53TK1
92727	Q53TK1
59694	Q53TK1
2973	Q53TK1
11954367	Q53TK1
11983193	Q53TK1
71454	Q53TK1
4114	P11509
2118	P11509
5505	P11509
5584	P11509
4174	P11509
4485	P11509
2519	P11509
3562	P11509
2145	P11509
2187	P11509
3902	P11509
3608	P11509
92727	P11509
59694	P11509
2973	P11509
11954367	P11509
11983193	P11509
71454	P11509
4114	P20853
2118	P20853
5505	P20853
5584	P20853
4174	P20853
4485	P20853
3562	P20853
2145	P20853
2733	P20853
2187	P20853
3902	P20853
3608	P20853
92727	P20853
59694	P20853
89594	P20853
2973	P20853
11954367	P20853
11983193	P20853
71454	P20853
4114	P24462
2118	P24462
5505	P24462
5584	P24462
4174	P24462
4485	P24462
2519	P24462
3562	P24462
2145	P24462
2187	P24462
3902	P24462
3608	P24462
92727	P24462
59694	P24462
2973	P24462
11954367	P24462
11983193	P24462
71454	P24462
4114	Q16696
2118	Q16696
5505	Q16696
5584	Q16696
4174	Q16696
4485	Q16696
2519	Q16696
3562	Q16696
2145	Q16696
2187	Q16696
3902	Q16696
3608	Q16696
92727	Q16696
59694	Q16696
89594	Q16696
2973	Q16696
11954367	Q16696
11983193	Q16696
71454	Q16696
4114	P20813
2118	P20813
5505	P20813
5584	P20813
4174	P20813
4485	P20813
2519	P20813
3562	P20813
2145	P20813
2187	P20813
3902	P20813
3608	P20813
92727	P20813
59694	P20813
2973	P20813
11954367	P20813
11983193	P20813
71454	P20813
4114	P33261
2118	P33261
135398737	P33261
3016	P33261
3365	P33261
5505	P33261
5584	P33261
4174	P33261
4189	P33261
4485	P33261
1775	P33261
2519	P33261
34312	P33261
3331	P33261
3562	P33261
2145	P33261
68553	P33261
2187	P33261
3902	P33261
3608	P33261
92727	P33261
59694	P33261
2973	P33261
11954367	P33261
11983193	P33261
71454	P33261
4679	P33261
4114	P10632
2118	P10632
2554	P10632
5505	P10632
5584	P10632
4174	P10632
4485	P10632
2519	P10632
3562	P10632
2145	P10632
5281055	P10632
2187	P10632
3902	P10632
3608	P10632
92727	P10632
2520	P10632
59694	P10632
2973	P10632
11954367	P10632
11983193	P10632
71454	P10632
985	P10632
3672	S5RV20
4114	S5RV20
2118	S5RV20
3365	S5RV20
5505	S5RV20
5584	S5RV20
4174	S5RV20
4189	S5RV20
1775	S5RV20
2519	S5RV20
3562	S5RV20
2662	S5RV20
2145	S5RV20
3476	S5RV20
68553	S5RV20
2187	S5RV20
3902	S5RV20
3608	S5RV20
92727	S5RV20
59694	S5RV20
2973	S5RV20
11954367	S5RV20
11983193	S5RV20
71454	S5RV20
4679	S5RV20
4114	Q7Z348
2118	Q7Z348
5505	Q7Z348
5584	Q7Z348
4174	Q7Z348
4485	Q7Z348
2519	Q7Z348
3562	Q7Z348
2145	Q7Z348
2187	Q7Z348
3902	Q7Z348
3608	Q7Z348
92727	Q7Z348
59694	Q7Z348
2973	Q7Z348
11954367	Q7Z348
11983193	Q7Z348
71454	Q7Z348
4114	Q5Y7H2
1983	Q5Y7H2
2118	Q5Y7H2
2247	Q5Y7H2
2769	Q5Y7H2
135398737	Q5Y7H2
3100	Q5Y7H2
5505	Q5Y7H2
5584	Q5Y7H2
4174	Q5Y7H2
4485	Q5Y7H2
135398745	Q5Y7H2
4748	Q5Y7H2
5405	Q5Y7H2
2519	Q5Y7H2
3562	Q5Y7H2
4205	Q5Y7H2
2145	Q5Y7H2
2187	Q5Y7H2
3902	Q5Y7H2
3608	Q5Y7H2
60795	Q5Y7H2
92727	Q5Y7H2
2405	Q5Y7H2
59694	Q5Y7H2
4078	Q5Y7H2
2973	Q5Y7H2
11954367	Q5Y7H2
11983193	Q5Y7H2
71454	Q5Y7H2
3117	P05181
4114	P05181
1983	P05181
2118	P05181
5505	P05181
5584	P05181
4174	P05181
4485	P05181
2519	P05181
3226	P05181
4116	P05181
5206	P05181
2145	P05181
2733	P05181
2187	P05181
3902	P05181
3608	P05181
92727	P05181
59694	P05181
2973	P05181
11954367	P05181
11983193	P05181
71454	P05181
4114	P24903
2118	P24903
5505	P24903
5584	P24903
4174	P24903
4485	P24903
2519	P24903
3562	P24903
2145	P24903
2187	P24903
3902	P24903
3608	P24903
92727	P24903
59694	P24903
2973	P24903
11954367	P24903
11983193	P24903
71454	P24903
4114	P51589
2118	P51589
5505	P51589
5584	P51589
4174	P51589
4485	P51589
2519	P51589
3562	P51589
2145	P51589
2187	P51589
3902	P51589
3608	P51589
92727	P51589
59694	P51589
2973	P51589
11954367	P51589
11983193	P51589
71454	P51589
3559	Q6GRK0
4114	Q6GRK0
2118	Q6GRK0
2247	Q6GRK0
2554	Q6GRK0
2769	Q6GRK0
135398737	Q6GRK0
3016	Q6GRK0
3957	Q6GRK0
5505	Q6GRK0
5556	Q6GRK0
5584	Q6GRK0
4174	Q6GRK0
54454	Q6GRK0
4485	Q6GRK0
4748	Q6GRK0
5405	Q6GRK0
2519	Q6GRK0
3562	Q6GRK0
4192	Q6GRK0
4205	Q6GRK0
2145	Q6GRK0
2187	Q6GRK0
3902	Q6GRK0
3608	Q6GRK0
92727	Q6GRK0
656631	Q6GRK0
2520	Q6GRK0
59694	Q6GRK0
2973	Q6GRK0
11954367	Q6GRK0
11983193	Q6GRK0
71454	Q6GRK0
4679	Q6GRK0
4114	P20815
2118	P20815
5505	P20815
5584	P20815
4174	P20815
4485	P20815
2519	P20815
3562	P20815
2145	P20815
2187	P20815
3902	P20815
3608	P20815
92727	P20815
59694	P20815
2973	P20815
11954367	P20815
11983193	P20815
71454	P20815
4114	Q02928
2118	Q02928
5505	Q02928
5584	Q02928
4174	Q02928
4485	Q02928
2519	Q02928
3562	Q02928
2145	Q02928
3608	Q02928
4114	P13584
2118	P13584
5505	P13584
5584	P13584
4174	P13584
4485	P13584
2519	P13584
3562	P13584
2145	P13584
2187	P13584
3902	P13584
3608	P13584
92727	P13584
59694	P13584
2973	P13584
11954367	P13584
11983193	P13584
71454	P13584
4114	P22680
2118	P22680
5505	P22680
5584	P22680
4174	P22680
4485	P22680
2519	P22680
3562	P22680
2145	P22680
3608	P22680
2973	P22680
4114	Q9UNU6
2118	Q9UNU6
5505	Q9UNU6
5584	Q9UNU6
4174	Q9UNU6
4485	Q9UNU6
2519	Q9UNU6
3562	Q9UNU6
2145	Q9UNU6
3608	Q9UNU6
2973	Q9UNU6
4114	A0A0S2Z3R3
2118	A0A0S2Z3R3
5505	A0A0S2Z3R3
5584	A0A0S2Z3R3
4485	A0A0S2Z3R3
2519	A0A0S2Z3R3
3562	A0A0S2Z3R3
2145	A0A0S2Z3R3
3608	A0A0S2Z3R3
2973	A0A0S2Z3R3
4114	Q8TDD0
2118	Q8TDD0
5505	Q8TDD0
5584	Q8TDD0
4174	Q8TDD0
4485	Q8TDD0
2519	Q8TDD0
3562	Q8TDD0
2145	Q8TDD0
3608	Q8TDD0
2973	Q8TDD0
4114	P19099
2118	P19099
5505	P19099
5584	P19099
2519	P19099
3562	P19099
2145	P19099
3608	P19099
2973	P19099
4114	Q1HB44
2118	Q1HB44
5505	Q1HB44
5584	Q1HB44
4174	Q1HB44
4485	Q1HB44
2519	Q1HB44
3562	Q1HB44
2145	Q1HB44
3608	Q1HB44
2973	Q1HB44
11983193	Q1HB44
71454	Q1HB44
4114	Q8IYG4
13769	Q8IYG4
2118	Q8IYG4
5505	Q8IYG4
5584	Q8IYG4
4174	Q8IYG4
4485	Q8IYG4
2519	Q8IYG4
3562	Q8IYG4
2145	Q8IYG4
2187	Q8IYG4
60198	Q8IYG4
3902	Q8IYG4
3608	Q8IYG4
92727	Q8IYG4
59694	Q8IYG4
2973	Q8IYG4
11954367	Q8IYG4
11983193	Q8IYG4
71454	Q8IYG4
4114	Q08AG9
2118	Q08AG9
5505	Q08AG9
5584	Q08AG9
4174	Q08AG9
4485	Q08AG9
2519	Q08AG9
3562	Q08AG9
3608	Q08AG9
2973	Q08AG9
4114	Q02318
5280795	Q02318
2118	Q02318
5505	Q02318
5584	Q02318
4174	Q02318
4485	Q02318
2519	Q02318
3562	Q02318
2145	Q02318
3608	Q02318
2973	Q02318
5280453	O15528
4114	O15528
5280793	O15528
2118	O15528
5505	O15528
5584	O15528
4174	O15528
4485	O15528
2519	O15528
3562	O15528
2145	O15528
3608	O15528
2973	O15528
4114	Q16850
2118	Q16850
5505	Q16850
5584	Q16850
4174	Q16850
4485	Q16850
2519	Q16850
3562	Q16850
2145	Q16850
3608	Q16850
467825	Q16850
2973	Q16850
643975	A0A024RBI1
243	A0A024RBI1
3117	P09172
11954368	P09172
60750	F5CTF3
5280954	B4DKH4
44093	B4DKH4
5362118	B4DKH4
5484727	B4DKH4
5362129	B4DKH4
54891	B4DKH4
5362123	B4DKH4
5388961	B4DKH4
23667962	B4DKH4
54889	B4DKH4
441313	B4DKH4
56329	B4DKH4
443873	B4DKH4
5485193	B4DKH4
5362115	B4DKH4
71992	B4DKH4
5463984	B4DKH4
189729	B4DKH4
54892	B4DKH4
107807	B4DKH4
10457278	B4DKH4
71320	B4DKH4
6917815	B4DKH4
6917956	B4DKH4
6850814	B4DKH4
3033690	B4DKH4
6917719	B4DKH4
62956	B4DKH4
107994	B4DKH4
3033702	B4DKH4
11954366	B4DKH4
3559	Q04828
5936	P00746
564	P00746
126941	B0YJ76
5578	B0YJ76
358641	B0YJ76
4993	B0YJ76
23678981	B0YJ76
9570076	B0YJ76
5583	B0YJ76
967	Q02127
3899	Q02127
5893	A0A024R7D0
643975	P15559
5746	P15559
54676038	P15559
1983	A8K415
1349907	A8K415
657298	A8K415
448537	A8K415
2973	A8K415
1983	Q92813
1349907	Q92813
657298	Q92813
448537	Q92813
2973	Q92813
1983	Q86TU3
1349907	Q86TU3
657298	Q86TU3
448537	Q86TU3
2973	Q86TU3
3446	X5D8S1
5665	X5D8S1
23663403	A0A140VJI3
5936	P27487
643975	Q12882
1174	Q12882
3385	Q12882
5282315	B4DU40
5280754	B4DU40
5282315	Q05923
5280754	Q05923
5282315	P51452
5280754	P51452
5282315	Q13115
5280754	Q13115
5282315	Q16690
5280754	Q16690
5282315	A0A024RBC1
5280754	A0A024RBC1
5282315	Q16829
5280754	Q16829
5282315	Q13202
5280754	Q13202
5282315	Q6P9C2
5280754	Q6P9C2
460612	P21549
60953	B2RBL3
5893	A0A384MTQ3
123596	F2YGG7
123631	F2YGG7
6450551	F2YGG7
5328940	F2YGG7
156413	F2YGG7
11954378	F2YGG7
11557040	F2YGG7
6444692	F2YGG7
5893	Q8NFM4
123596	A0A024QZA8
123631	A0A024QZA8
6450551	A0A024QZA8
5328940	A0A024QZA8
156413	A0A024QZA8
11954378	A0A024QZA8
11557040	A0A024QZA8
6444692	A0A024QZA8
564	Q9UNI1
564	P08246
23663985	P08246
107706	P08246
4114	Q86W10
2118	Q86W10
5505	Q86W10
5584	Q86W10
4174	Q86W10
4485	Q86W10
2519	Q86W10
3562	Q86W10
2145	Q86W10
2187	Q86W10
3902	Q86W10
3608	Q86W10
92727	Q86W10
59694	Q86W10
2973	Q86W10
11954367	Q86W10
11983193	Q86W10
71454	Q86W10
123596	P21709
123631	P21709
6450551	P21709
5328940	P21709
156413	P21709
11954378	P21709
11557040	P21709
6444692	P21709
123596	Q6P4R6
123631	Q6P4R6
6450551	Q6P4R6
5328940	Q6P4R6
156413	Q6P4R6
11954378	Q6P4R6
11557040	Q6P4R6
6444692	Q6P4R6
123596	A1MA61
123631	A1MA61
6450551	A1MA61
5328940	A1MA61
156413	A1MA61
11954378	A1MA61
11557040	A1MA61
6444692	A1MA61
123596	Q59FT4
123631	Q59FT4
6450551	Q59FT4
5328940	Q59FT4
156413	Q59FT4
11954378	Q59FT4
11557040	Q59FT4
6444692	Q59FT4
123596	Q15375
123631	Q15375
6450551	Q15375
5328940	Q15375
156413	Q15375
11954378	Q15375
11557040	Q15375
6444692	Q15375
123596	P29322
123631	P29322
6450551	P29322
5328940	P29322
156413	P29322
11954378	P29322
11557040	P29322
6444692	P29322
123596	P54762
123631	P54762
6450551	P54762
5328940	P54762
156413	P54762
11954378	P54762
11557040	P54762
6444692	P54762
123596	Q4LE53
123631	Q4LE53
6450551	Q4LE53
5328940	Q4LE53
156413	Q4LE53
11954378	Q4LE53
11557040	Q4LE53
6444692	Q4LE53
123596	P54753
123631	P54753
6450551	P54753
5328940	P54753
156413	P54753
11954378	P54753
11557040	P54753
6444692	P54753
123596	Q96L35
123631	Q96L35
6450551	Q96L35
5328940	Q96L35
156413	Q96L35
11954378	Q96L35
11557040	Q96L35
6444692	Q96L35
123596	F8WCM8
123631	F8WCM8
6450551	F8WCM8
5328940	F8WCM8
156413	F8WCM8
11954378	F8WCM8
11557040	F8WCM8
6444692	F8WCM8
145742	P07814
123596	X5DNK3
123631	X5DNK3
6450551	X5DNK3
5328940	X5DNK3
156413	X5DNK3
11954378	X5DNK3
11557040	X5DNK3
6444692	X5DNK3
123596	P21860
123631	P21860
6450551	P21860
5328940	P21860
156413	P21860
11954378	P21860
11557040	P21860
6444692	P21860
123596	Q15303
123631	Q15303
6450551	Q15303
5328940	Q15303
156413	Q15303
11954378	Q15303
11557040	Q15303
6444692	Q15303
5936	A0A140VJJ2
60953	A0A140VJJ2
2161	Q9UBQ6
2726	P00734
4927	P00734
16362	P00734
3025	P00734
9574101	P00734
4055	P00734
60781	P00734
11954363	P00734
5936	P08709
564	P08709
4055	P08709
5936	P00740
564	P00740
4055	P00740
5936	Q5JVE7
564	Q5JVE7
636380	Q5JVE7
4055	Q5JVE7
204101	Q5JVE7
5893	V9HW83
444795	V9HW83
3117	V9HW83
5936	P03951
564	P03951
5936	Q8IZZ5
564	Q8IZZ5
5893	A0A384NPN7
3117	A0A384NPN7
3117	Q6PKA6
6083	A8K9T3
123596	Q14289
3117	A0A384MTJ7
6140	Q6IBR2
121586	P14324
3117	P49189
643975	A0A0C4DFN8
2973	Q7KZA3
3117	P51648
123596	W0S0X4
123596	A0A024RC92
163751	Q8TD08
23724856	Q8TD08
156422	Q8TD08
123596	P11362
123631	P11362
6450551	P11362
5328940	P11362
156413	P11362
11954378	P11362
11557040	P11362
6444692	P11362
123596	Q0IJ44
123631	Q0IJ44
6450551	Q0IJ44
5328940	Q0IJ44
156413	Q0IJ44
11954378	Q0IJ44
11557040	Q0IJ44
6444692	Q0IJ44
123596	P21802
123631	P21802
6450551	P21802
5328940	P21802
156413	P21802
11954378	P21802
11557040	P21802
6444692	P21802
123596	P22455
123631	P22455
6450551	P22455
5328940	P22455
156413	P22455
11954378	P22455
11557040	P22455
6444692	P22455
5497196	Q0VDC6
5282315	Q8WY54
5280754	Q8WY54
135398737	A0A024R843
5358	A0A024R843
4828	A0A024R843
4168	A0A024R843
37542	A8K6K2
4740	A8K6K2
5282315	Q6ZVD8
5280754	Q6ZVD8
9910986	Q9BWU1
311	A0A024R7A8
3559	A0A024R7A8
1549120	A0A024R7A8
133264	A0A024R7A8
160024	A0A024R7A8
53359	A0A024R7A8
1613	A0A024R7A8
23683779	A0A024R7A8
157838	A0A024R7A8
190816	A0A024R7A8
5278	A0A024R7A8
5724	A0A024R7A8
123596	L7RSL3
123631	L7RSL3
6450551	L7RSL3
5328940	L7RSL3
156413	L7RSL3
11954378	L7RSL3
11557040	L7RSL3
6444692	L7RSL3
123596	P36888
123631	P36888
6450551	P36888
5328940	P36888
156413	P36888
11954378	P36888
11557040	P36888
6444692	P36888
4197	Q9NQ66
4740	Q9NQ66
2519	Q9NQ66
5282315	O60346
5280754	O60346
123596	P35916
123631	P35916
6450551	P35916
5328940	P35916
156413	P35916
11954378	P35916
11557040	P35916
6444692	P35916
643975	B2RCG5
1349907	B2RCG5
1548887	Q53FW5
1349907	Q53FW5
89594	Q53FW5
159324	P49354
159324	A0A384MEJ5
5936	Q9BZJ3
564	Q9BZJ3
5936	P08861
564	P08861
938	B4DDH4
135398658	Q05932
1986	A8K3J4
3639	A8K3J4
3038	A8K3J4
2720	A8K3J4
5734	A8K3J4
68844	A8K3J4
6918132	A8K3J4
4100	A8K3J4
13290219	A8K3J4
60692	A8K3J4
123596	B6D4Y2
123631	B6D4Y2
6450551	B6D4Y2
5328940	B6D4Y2
156413	B6D4Y2
11954378	B6D4Y2
11557040	B6D4Y2
6444692	B6D4Y2
338	P18054
156391	P18054
3672	P18054
3825	P18054
3715	P18054
5339	P18054
4781	P18054
5282408	P18054
338	P09917
156391	P09917
3672	P09917
3825	P09917
3715	P09917
4075	P09917
60490	P09917
5339	P09917
4781	P09917
5282408	P09917
1967	P09917
338	O75342
156391	O75342
3672	O75342
3825	O75342
3715	O75342
5339	O75342
4781	O75342
5282408	O75342
338	P16050
156391	P16050
3825	P16050
3715	P16050
5339	P16050
4781	P16050
5282408	P16050
38911	P16050
338	O15296
156391	O15296
3825	O15296
3715	O15296
5339	O15296
4781	O15296
5282408	O15296
123596	Q59FK4
123596	P06241
41774	P10253
441314	P10253
444020	P10253
3033824	P10253
60953	A0A0K0K1K7
5893	A0A384NL38
243	P30044
1983	P30044
448537	P30044
2973	P30044
41774	Q8TET4
441314	Q8TET4
444020	Q8TET4
3033824	Q8TET4
5893	V9HVZ4
4114	Q8N118
2118	Q8N118
5505	Q8N118
5584	Q8N118
4174	Q8N118
4485	Q8N118
2519	Q8N118
3562	Q8N118
2145	Q8N118
2187	Q8N118
3902	Q8N118
3608	Q8N118
92727	Q8N118
59694	Q8N118
2973	Q8N118
11954367	Q8N118
11983193	Q8N118
71454	Q8N118
60953	Q9UNK4
445639	P02774
643975	A0A024R7F9
3446	Q06210
5280483	P38435
4055	P38435
6083	P23109
3562	P98194
3226	P98194
4116	P98194
3763	P98194
42113	P98194
5206	P98194
643975	Q9UKU7
6287	Q9UKU7
9433	Q9NP56
3698	Q9NP56
2153	Q9NP56
4197	Q9NP56
4740	Q9NP56
2519	Q9NP56
3182	Q9NP56
4823	Q9NP56
60790	Q9NP56
5282408	Q9NP56
5663	Q9NP56
151170	Q9NP56
23675769	Q9NP56
110635	Q9NP56
656652	Q9NP56
6918034	Q9NP56
135413523	Q9NP56
37274	Q9NP56
135414253	Q9NP56
9869929	Q9NP56
135413545	Q9NP56
5893	E9KL48
33032	E9KL48
54676038	P36959
41774	Q53F26
441314	Q53F26
2329	Q53F26
5280965	A0A089QDC1
135398513	A0A089QDC1
3324	A0A089QDC1
72734318	A0A089QDC1
9556529	A0A089QDC1
3446	P00505
4197	P80108
4740	P80108
2519	P80108
5282315	Q9Y5P8
5280754	Q9Y5P8
4114	Q5TCH4
2118	Q5TCH4
5505	Q5TCH4
5584	Q5TCH4
4174	Q5TCH4
4485	Q5TCH4
2519	Q5TCH4
3562	Q5TCH4
2145	Q5TCH4
3608	Q5TCH4
2973	Q5TCH4
123596	Q9UF33
123631	Q9UF33
6450551	Q9UF33
5328940	Q9UF33
156413	Q9UF33
11954378	Q9UF33
11557040	Q9UF33
6444692	Q9UF33
448537	Q7L4Q3
448537	P18283
448537	P22352
448537	P36969
448537	V9HWN8
448537	Q96SL4
5936	Q9Y6A9
564	Q9Y6A9
5893	V9HW90
643975	V9HW90
124886	V9HW90
124886	V9HWE9
4114	Q96SQ9
2118	Q96SQ9
5505	Q96SQ9
5584	Q96SQ9
4174	Q96SQ9
4485	Q96SQ9
2519	Q96SQ9
3562	Q96SQ9
2145	Q96SQ9
2187	Q96SQ9
3902	Q96SQ9
3608	Q96SQ9
92727	Q96SQ9
59694	Q96SQ9
2973	Q96SQ9
11954367	Q96SQ9
11983193	Q96SQ9
71454	Q96SQ9
145742	A0A0S2Z5U6
123596	A0A024R8D6
3446	A0A024R222
135398513	A0A024R2M6
3324	A0A024R2M6
135398740	A0A024R2M6
5905	A0A024R2M6
6256	A0A024R2M6
135398741	A0A024R2M6
135398748	A0A024R2M6
5936	P12544
564	P12544
5936	Q67BC3
564	Q67BC3
5893	A0A0S2Z410
5893	A0A140VK76
6274	P42357
6274	P12081
123596	P08631
4197	P12429
4740	P12429
2519	P12429
6274	P19113
60953	Q9NZK7
4740	V9HWF3
33032	Q13085
1174	Q13085
171548	Q13085
60953	P28039
171548	P50747
53232	A0A024RAP2
54454	A0A024RAP2
60822	A0A024RAP2
23663992	A0A024RAP2
23679527	A0A024RAP2
16759173	A0A024RAP2
5282451	A0A024RAP2
5282455	A0A024RAP2
656846	A0A024RAP2
9859832	A0A024RAP2
6436002	A0A024RAP2
11954370	A0A024RAP2
171548	O00763
11953898	Q96EY8
5936	P13798
656583	P14060
4174	X5D2L1
4174	P80365
5893	P14061
5893	B2R659
6306	Q6P0M4
4197	Q6UWV6
4740	Q6UWV6
2519	Q6UWV6
643975	A0A0S2Z366
6049	P14735
123596	P08069
123631	P08069
6450551	P08069
5328940	P08069
156413	P08069
11954378	P08069
11557040	P08069
6444692	P08069
5893	Q49AL4
643975	E5KSD5
6083	P07741
5936	Q546G3
564	Q546G3
338	O14920
1548887	O14920
5339	O14920
6306	A0A0S2Z3P9
4740	A0A024R830
37542	P20839
5281078	P20839
5893	A0A384N6C2
5281078	A0A384N6C2
123596	P06213
123631	P06213
6450551	P06213
5328940	P06213
156413	P06213
11954378	P06213
11557040	P06213
6444692	P06213
4091	P06213
123596	P14616
123631	P14616
6450551	P14616
5328940	P14616
156413	P14616
11954378	P14616
11557040	P14616
6444692	P14616
4091	P14616
123596	Q08881
643975	A0A0A0MT83
123596	Q6P669
123596	O60674
123596	A0A024R7M7
5962	Q15046
1986	Q8N1Q1
3639	Q8N1Q1
3038	Q8N1Q1
2720	Q8N1Q1
5734	Q8N1Q1
68844	Q8N1Q1
6918132	Q8N1Q1
4100	Q8N1Q1
13290219	Q8N1Q1
60692	Q8N1Q1
123596	P35968
123631	P35968
6450551	P35968
5328940	P35968
156413	P35968
11954378	P35968
11557040	P35968
6444692	P35968
6306	A0A140VJX1
5339	A0A140VJX1
123596	P10721
123631	P10721
6450551	P10721
5328940	P10721
156413	P10721
11954378	P10721
11557040	P10721
6444692	P10721
5936	A0A1R3UCD2
564	A0A1R3UCD2
5936	B4DU77
564	B4DU77
5936	A8K9A9
564	A8K9A9
3672	A0A080YV01
3825	A0A080YV01
3016	A0A080YV01
4781	A0A080YV01
123596	A0A0S2Z3Y8
5893	V9HWB9
5893	Q5U077
3034010	P38571
60953	A6H8L5
3034010	A6H8L5
60953	A8K8W7
2726	Q9Y4K0
2796	A0A1B1RVA9
60953	A0A1B1RVA9
338	P22079
1983	P22079
657298	P22079
448537	P22079
2973	P22079
338	A0A140VK27
156391	A0A140VK27
3672	A0A140VK27
3825	A0A140VK27
3715	A0A140VK27
5339	A0A140VK27
4781	A0A140VK27
5282408	A0A140VK27
4114	A0A024R7J8
2118	A0A024R7J8
5505	A0A024R7J8
5584	A0A024R7J8
4174	A0A024R7J8
4485	A0A024R7J8
2519	A0A024R7J8
3562	A0A024R7J8
2145	A0A024R7J8
3608	A0A024R7J8
2973	A0A024R7J8
123596	P29376
123631	P29376
6450551	P29376
5328940	P29376
156413	P29376
11954378	P29376
11557040	P29376
6444692	P29376
123596	A8K379
2726	Q49A63
61100	Q49A63
26758	Q49A63
23724784	Q49A63
441401	Q49A63
163727	Q49A63
636399	Q49A63
34521	Q49A63
44571	Q49A63
