Drug	Protein
5494449	P42684
5494449	Q5QPD1
5494449	J3KRJ2
5494449	M0QX60
5494449	A0A140T9T5
5494449	A0A0J9YXG1
5494449	H0YAL6
5494449	A0A7I2V404
3081361	A0A140T9T5
3081361	A0A0S2Z3Y8
3081361	A0A0S2Z4Z8
9809715	M0R0W6
9809715	B8ZZR0
9809715	E7EWJ6
9809715	A0A140T9T5
9809715	D6REW5
9809715	M0R3E6
9809715	P14616
9809715	A0A0S2Z3Y8
9809715	A0A024RAH0
9809715	A0A0D9SFL8
9809715	E9PHX8
9809715	G3XAK1
9809715	A0A024R183
9809715	D6RDX0
9809715	E5RH16
9809715	A0A2R8YE50
9809715	E9PFQ8
9809715	E7ETV6
9809715	B8ZZI5
9809715	D6RF82
151194	A0A1W2PNW4
151194	E5RH16
