Drug	Protein
1738118	Q9UJ70
1738118	Q9UK23
1738118	P54802
1738118	P51606
33032	Q13255
33032	Q14833
33032	Q16099
33032	Q16478
33032	Q14831
33032	O00222
33032	O00341
33032	O14841
33032	O15067
33032	O15382
33032	O15399
33032	O94925
33032	P00505
33032	P07814
33032	P08243
33032	P15104
33032	P17174
33032	P17735
33032	P24298
33032	P38435
33032	P43003
33032	P43004
33032	P43005
33032	P48506
33032	P48664
33032	P49448
33032	P49915
33032	P54687
33032	P80404
33032	Q05586
33032	Q05932
33032	Q07075
33032	Q12879
33032	Q13224
33032	Q14957
33032	Q2TU84
33032	Q5JPH6
33032	Q6IA69
33032	Q8N159
33032	Q8N5Z0
33032	Q8TCU5
33032	Q8TD30
33032	Q9UDR5
33032	Q9UI32
33032	Q9ULA0
33032	Q9UPY5
33032	Q9Y646
33032	Q9Y617
33032	P00367
33032	P39086
33032	P42261
33032	P48507
33032	Q04609
33032	Q05329
33032	Q99259
33032	O95954
33032	P42262
33032	P42263
33032	P48058
33032	P54886
33032	Q13002
33032	Q13003
33032	Q8TF71
33032	P53985
33032	Q9H1K4
33032	Q9H936
124886	O14880
124886	O60760
124886	P08263
124886	P09210
124886	P10620
124886	P10768
124886	P19440
124886	P28161
124886	P35754
124886	P36969
124886	P46439
124886	P59796
124886	Q16775
124886	Q6NSD4
124886	Q96SL4
124886	Q99735
124886	Q9H4Y5
124886	Q9NS18
124886	Q04760
124886	Q16873
124886	P00390
124886	P48637
124886	P09488
124886	Q9Y2Q3
124886	Q16772
124886	P21266
124886	O15217
124886	Q03013
124886	Q7RTV2
124886	P09211
124886	P78417
124886	P07203
124886	P18283
124886	P30711
124886	O43708
124886	O75715
124886	P22352
124886	P15121
124886	P14780
124886	P08684
124886	O75715
124886	P07203
124886	P18283
124886	P22352
124886	P59796
124886	Q96SL4
124886	P36969
124886	Q8TED1
124886	P33527
124886	Q92887
124886	O15438
124886	O15439
124886	O15440
6323481	P49619
6323481	Q16760
6323481	Q9BVG9
6323481	Q9NXE4
6323481	Q9NY59
6323481	Q9Y2Q0
6323481	P17252
6323481	P48651
6323481	Q9UG56
6323481	Q8WTV0
750	O75600
750	P13196
750	P22557
750	P41250
750	Q12879
750	Q14032
750	Q14330
750	P48637
750	Q14957
750	Q53ET4
750	Q6IB77
750	P34897
750	Q8WU03
750	Q969I3
750	Q9BYV1
750	Q9P0Z9
750	O60391
750	P23415
750	P21549
750	P48167
750	P34896
750	O75311
750	P23416
750	Q14749
750	P50440
750	Q8TF71
750	Q7Z2H8
750	Q9H598
750	Q9Y345
750	P48067
5283731	P11473
5283731	O15528
5283731	Q07973
1050	O00764
586	P06732
586	P12532
586	P12277
586	P17540
586	P48029
586	Q14353
586	O76082
6106	Q15031
6106	O15382
6106	P54687
6106	O60294
6106	Q9UIC8
6106	Q9P2J5
6106	Q8TF71
6106	P36021
6305	Q9UGM6
6305	P00953
6305	P23381
6305	P36021
6305	Q8TF71
5862	P48507
5862	P48506
5862	P17174
5862	P00505
5862	P32929
5862	P35520
5862	P49589
5862	P16455
5862	P48637
5862	Q9HA77
5862	Q9Y600
5862	Q9Y697
5862	Q16878
5862	Q8TF71
1130	Q9H3S4
1130	O15244
1130	O15245
1130	O76082
1130	O60779
1130	Q9BZV2
1130	P02768
5280793	P11473
5280793	Q06432
5280793	Q9Y698
5280793	O60359
5280793	Q9UBN1
5280793	Q9UF02
5280793	Q9BXT2
5280793	P62955
5280793	Q8WXS5
5280793	P54289
5280793	Q9NY47
5280793	Q8IZS8
5280793	Q7Z3S7
5280793	Q13936
5280793	Q01668
5280793	O60840
5280793	Q13698
5280793	Q02641
5280793	Q08289
5280793	P54284
5280793	O00305
5280793	Q00975
5280793	O00555
5280793	Q15878
5280793	O43497
5280793	O95180
5280793	Q9P0X4
5280793	Q6VVX0
5280793	P02774
5280581	P23219
5280581	P35354
5280581	O15540
9750	P00966
9750	O95865
9750	Q5T6L4
9750	O94760
9750	P00480
9750	P29475
9750	P35228
9750	P29474
9750	Q6TGC4
9750	Q9ULC6
9750	Q9ULW8
9750	Q9Y2J8
9750	Q9UM07
9750	Q4U2R8
6288	P26639
6288	Q9BW92
6288	Q8TF71
439153	O60701
439153	P07327
439153	Q00796
439153	P08319
439153	P00326
439153	P00325
439153	P40394
439153	P21695
439153	Q6ZMR3
439153	P11766
439153	P15121
439153	Q99714
439153	P40926
439153	P00338
439153	P23368
439153	P51659
439153	Q9BYZ2
439153	P07864
439153	P07195
439153	Q08426
439153	Q16836
439153	Q16798
439153	Q02338
439153	P40925
439153	P31937
439153	P37058
439153	P04035
439153	P48163
439153	O43175
439153	P56937
439153	P51553
439153	O43837
439153	P50213
439153	P14061
439153	P37059
439153	Q92781
439153	O95479
439153	Q92506
439153	P17516
439153	P12268
439153	P42330
439153	P15428
439153	Q13630
439153	Q04828
439153	P28845
439153	P26439
439153	P14060
439153	P20839
439153	P40939
439153	P05091
439153	P80365
439153	P52895
439153	Q15738
439153	P48448
439153	Q02252
439153	P30838
439153	P00352
439153	O14556
439153	P49189
439153	P47895
439153	P30837
439153	P43353
439153	P04406
439153	O94788
439153	P51648
439153	P51649
439153	P49419
439153	P30043
439153	Q96C36
439153	P32322
439153	P00367
439153	P11177
439153	P29803
439153	P08559
439153	P53004
439153	P16219
439153	P00374
439153	Q02218
439153	P49448
439153	Q9UBM7
439153	P16083
439153	P03891
439153	Q9UDR5
439153	P03897
439153	O75251
439153	P11586
439153	P13995
439153	P30038
439153	P00387
439153	Q86Y39
439153	P03905
439153	P09417
439153	P03886
439153	Q13423
439153	Q16718
439153	Q16795
439153	P03901
439153	O95299
439153	O95182
439153	O15239
439153	P03923
439153	P03915
439153	O00483
439153	P56556
439153	O14561
439153	O43678
439153	P51970
439153	O95167
439153	O95169
439153	O95298
439153	O75438
439153	P28331
439153	O96000
439153	O95168
439153	O43676
439153	O95178
439153	P17568
439153	Q9Y6M9
439153	O75306
439153	O43674
439153	O43677
439153	O95139
439153	P56181
439153	P09622
439153	O75489
439153	P00390
439153	Q9UI09
439153	O43920
439153	O43181
439153	P49821
439153	P19404
439153	Q9P0J0
439153	Q16878
439153	O75380
439153	Q9NRX3
439153	O00217
439153	Q02928
439153	P10515
439153	P48728
439153	Q15800
439153	P09601
439153	P30519
439153	P05093
439153	P14679
6037	P41439
6037	P14207
6037	P15328
6037	Q96J66
6037	O15438
6037	Q4U2R8
6037	O15439
6037	Q9UNQ0
6037	Q96NT5
6037	Q9H2D1
446284	P35354
446284	P23219
446284	P37231
446284	Q03181
446284	O60427
446284	O60488
446284	O14842
446284	P32418
446284	Q8NER1
446284	Q07869
446284	O15540
446284	P02768
5950	P21549
5950	P80404
5950	Q16719
5950	Q5JTZ9
5950	Q8IUZ5
5950	Q8TD30
5950	P24298
5950	Q9Y697
5950	Q7Z2H8
5950	Q9UHI5
5950	Q9BYV1
5950	P49588
5950	P43007
5950	Q8TF71
6287	P05166
6287	P54687
6287	P26640
6287	Q8TF71
445354	Q96NR8
445354	O75911
445354	P47895
445354	Q6NUM9
445354	Q8TC12
445354	Q9BTZ2
445354	Q9HBH5
445354	Q9NYR8
445354	O95237
445354	Q92781
445354	Q8NBN7
445354	O94788
445354	P00352
445354	P05090
445354	P41222
445354	Q9BX79
445354	P82980
445354	Q96R05
445354	P02753
445354	P50120
445354	P02768
445354	P12271
445354	P10745
445354	P09455
14985	O75469
14985	P05771
14985	P09917
14985	P17252
14985	P23743
14985	P62714
14985	P67775
14985	Q9UDX3
14985	Q9UDX4
14985	O76054
14985	P08684
14985	P78329
14985	Q8WTV0
14985	O95477
14985	Q9UHC9
14985	P45844
14985	P49638
14985	O76054
14985	Q9UDX4
14985	P55058
1054	O00764
1054	P05186
1054	P02768
6112	Q9Y234
6112	O43766
6112	Q9Y289
6112	P16435
6306	Q9NSE4
6306	P45954
6306	P54687
6306	O15382
6306	P41252
6306	Q8TF71
134601	Q8NER1
134601	Q8TE23
134601	Q7RTX0
134601	Q4U2R8
134601	Q8TCC7
134601	Q9NSA0
5280795	P11473
5280795	P02774
4055	P38435
4055	Q9BQB6
4055	Q8N0U8
4055	P00734
4055	P00740
4055	P04070
4055	P07225
4055	P16083
4055	P15559
4055	P02818
4055	P47989
4055	Q06278
4055	P42898
4055	P04798
4055	P05177
4055	P11509
4055	Q16678
4055	P20813
4055	P10632
4055	P11712
4055	P33261
4055	P10635
4055	P05181
4055	P08684
4055	P20815
4055	P24462
5957	P42684
5957	P08183
5957	P45844
5957	Q92887
5957	O95477
5957	Q9NR19
5957	Q9UM73
5957	Q13564
5957	Q13131
5957	P10398
5957	P37023
5957	P33121
5957	P49902
5957	O43681
5957	O60706
5957	P31749
5957	P25098
5957	O14727
5957	Q9NUB1
5957	P36896
5957	Q04771
5957	O95342
5957	P08243
5957	Q96Q40
5957	P12235
5957	Q09428
5957	P00966
5957	Q9Y4W6
5957	P35626
5957	Q16671
5957	Q07912
5957	P00519
5957	Q08828
5957	O95255
5957	O15439
5957	P33527
5957	P13569
5957	P42336
5957	P68400
5957	P67870
5957	Q96G91
5957	P53041
145742	O15460
145742	O43272
145742	O43447
145742	O94903
145742	P13674
145742	P23284
145742	P30405
145742	P45877
145742	P62937
145742	Q13427
145742	Q32P28
145742	Q4W8W1
145742	Q7L3T8
145742	Q8IVL5
145742	Q8IVL6
145742	Q53H96
145742	Q96EM0
145742	P32322
145742	P07814
145742	Q9UN76
145742	Q99884
145742	Q96C36
145742	Q8TF71
190	P07741
190	P0AF12
190	O00763
190	P24666
190	Q9BY49
190	P17802
190	Q8RLY5
190	P78362
190	Q5SL87
190	Q13126
190	Q05603
6267	Q15758
6267	Q7L266
6267	Q96I59
6267	P08243
6267	O43776
6267	Q9H2H9
6267	Q96QD8
6267	Q99624
6267	Q969I6
6267	Q8TF71
54687	P04035
54687	Q92769
54687	Q9Y6L6
54687	O94956
54687	P08183
54687	P46721
54687	Q4U2R8
54687	Q8TCC7
54687	Q92887
54687	Q9NSA0
54687	Q9UNQ0
54687	Q9Y694
54687	P53985
54687	O95342
54687	Q9NPD5
3404	P31645
3404	Q12809
3404	P10635
3404	P05177
3404	P08183
3404	O95342
60846	P30556
60846	Q9NPD5
60846	Q9Y6L6
60846	Q92887
5362129	P12821
5362129	P46663
5362129	P46059
5362129	Q16348
71398	P09917
71398	P04278
82153	P04150
82153	P08684
82153	P08185
2284	Q9UBS5
2284	O75899
3007	Q05940
3007	Q01959
3007	Q16568
3007	Q96RJ0
3007	P23975
3007	P35348
3007	P35368
3007	P25100
3007	P08913
3007	P18089
3007	P18825
3007	P08588
3007	P07550
3007	P13945
3007	P14416
3007	P27338
3007	P31645
3007	P21397
3007	P27338
3007	Q99870
3007	P10635
3007	O75751
3007	O76082
9853654	P32239
9853654	P06276
89594	P43681
89594	P36544
89594	P17787
89594	Q15822
89594	P32297
89594	P30532
89594	Q15825
89594	Q9UGM1
89594	Q9GZZ6
89594	Q05901
89594	P30926
89594	P11511
89594	P28329
89594	O15244
89594	O15245
89594	O75751
89594	O76082
89594	Q9H015
25137844	P20309
25137844	P11229
25137844	P08684
25137844	P10635
3958	P14867
3958	P47869
3958	P34903
3958	P48169
3958	P31644
3958	Q16445
3958	P18505
3958	P47870
3958	P28472
3958	O14764
3958	P78334
3958	Q8N1C3
3958	P18507
3958	Q99928
3958	O00591
3958	Q9UN88
3958	P14867
3958	P47869
3958	P34903
3958	P31644
3958	Q8N1C3
3958	P18507
3958	Q99928
59768	P08588
387447	P28074
387447	P20618
387447	P11712
387447	P33261
387447	P10635
387447	P08684
387447	P08183
387447	Q9NPD5
5281077	P14867
5281077	P47869
5281077	P34903
5281077	P48169
5281077	P31644
5281077	Q16445
5281077	P18505
5281077	P47870
5281077	P28472
5281077	O14764
5281077	P78334
5281077	Q8N1C3
5281077	P18507
5281077	Q99928
5281077	O00591
5281077	Q9UN88
34359	P20711
4771	P23975
4771	P31645
4771	Q01959
4771	P21397
4771	P27338
4771	P01303
52195	Q14524
33741	P35372
33741	P23975
33741	P31645
33741	P28335
33741	P41145
33741	P41143
33741	Q693P7
33741	P20309
33741	P11229
33741	P25103
33741	Q99250
33741	Q8NER1
33741	Q05586
33741	Q12879
33741	Q13224
33741	Q14957
33741	O15399
33741	Q8TCU5
33741	O60391
33741	P30542
33741	P08913
33741	P18089
33741	P18825
21704	P04293
21704	P09250
21704	Q9QNF7
21704	P00813
2369	P08588
2369	P07550
3365	P10613
3365	P08183
5591	P37231
5591	O60488
5591	P05121
5591	Q99808
5591	P62508
5591	P11474
5591	Q03181
5591	Q07869
5591	P09211
5591	P08684
5591	P10632
5591	P22309
5591	P33261
5591	P11511
5591	P04798
5591	P20813
5591	P11712
5591	P20815
5591	P24462
5591	P35503
5591	P22310
5591	P19224
5591	Q9HAW7
5591	Q9HAW9
5591	O60656
5591	Q9HAW8
5591	P16662
5591	P54855
5591	O95342
5591	Q9Y6L6
65028	P11485
65028	Q99519
65028	Q9Y3R4
65028	P23141
65028	O15439
65028	P46059
65028	Q8TCC7
12560	O43193
12560	Q12809
12560	Q9NPD5
12560	O95342
12560	P08183
12560	Q9Y6L6
12560	Q92887
12560	P46721
70678542	Q99707
70678542	P22033
70678542	Q8IVH4
70678542	P20061
70678542	Q9BXJ7
70678542	O60494
70678542	Q9Y4U1
70678542	P20062
2519	P30542
2519	Q07343
2519	P29274
2519	P21817
2519	P54750
2519	Q01064
2519	Q14123
2519	Q9Y233
2519	P27815
2519	Q07343
2519	Q08493
2519	Q08499
2519	Q9NP56
2519	O00408
2519	Q14432
2519	Q13370
2519	O76074
2519	P51160
2519	Q9HCR9
2519	Q13946
2519	O60658
2519	O95263
2519	O76083
2519	P16499
2519	P35913
2519	P78527
2519	O00329
2519	P42336
2519	P42338
2519	Q14643
2519	Q14571
2519	Q14573
2519	Q13315
2519	P29275
2519	P0DMS8
2519	Q01064
2519	Q08499
2519	Q13370
2519	O76074
2519	Q9UNQ0
5314	Q9GZZ6
5314	Q15822
5314	P32297
5314	P43681
5314	P30532
5314	Q15825
5314	P36544
5314	Q9UGM1
5314	P17787
5314	Q05901
5314	P30926
5314	P08172
5314	P20309
5314	P06276
5212	O76074
5212	P18545
5212	Q13956
5212	P08684
5212	P11712
5212	P33261
5212	P10635
5212	O15439
5212	O15440
5212	Q5T3U5
5212	Q9Y6L6
5212	P08183
71329	Q12809
71329	O95069
71329	Q14500
71329	P08684
71329	O15244
4993	P00374
4993	P13922
4993	P07686
4993	P10632
4993	Q96FL8
4993	Q86VL8
5770	Q05940
5770	P54219
5770	O15392
5770	P20815
5770	P08183
5770	O15245
5770	O95342
5770	Q92887
5770	O15244
5770	Q9Y6L6
5770	O94956
447043	Q9UM07
447043	P08183
447043	Q92887
5472	Q9H244
5284632	P11229
5284632	P20309
5284632	P10635
60164	P10826
60164	P13631
60164	P28702
60164	P48443
60164	P19793
60164	P05412
60164	O60603
60164	P10276
60164	P17174
4195	P35348
4195	P35368
4195	P25100
4195	P46059
6324659	P00797
4679	P20648
4679	O94760
4679	P08183
4679	Q9UNQ0
4679	Q8TCC7
41781	Q13621
41781	P55011
41781	Q9Y6L6
41781	P02768
2771	P31645
2771	P35367
2771	P08183
77993	P28221
77993	P28222
77993	P30939
77993	P08908
77993	P10635
77993	P08684
77993	P11712
77993	P33261
77993	P08183
2368	P08913
2368	P18089
2368	P18825
2368	P48048
2368	P08588
2368	P07550
2368	P13945
152946	P43702
152946	P43700
152946	P11388
152946	P05177
5749	P11229
64143	O90777
64143	P33261
64143	P08183
64143	O15245
64143	P46721
64143	Q9UNQ0
64143	Q9Y6L6
64143	Q9NPD5
64143	O94956
64143	O95342
64143	P02768
3762	P08588
3762	P07550
3476	Q14654
3476	P48048
3476	Q09428
3476	P11712
3476	O95342
71415	P04150
5362440	Q72874
5362440	P08684
5362440	P08183
5362440	O15245
5362440	P33527
5362440	P46721
5362440	Q9Y6L6
5362440	Q92887
5362440	O94956
5362440	O95342
38521	P23975
53232	P04035
53232	P20701
53232	Q92769
53232	P08183
53232	P46721
53232	Q9Y6L6
53232	Q92887
53232	O95342
53232	O94956
53232	Q9NPD5
53232	P02768
3226	P14867
3226	P47869
3226	P34903
3226	P48169
3226	P31644
3226	Q16445
3226	P18505
3226	P47870
3226	P28472
3226	O14764
3226	P78334
3226	Q8N1C3
3226	P18507
3226	Q99928
3226	O00591
3226	Q9UN88
3226	Q09470
3226	Q16322
3226	P16389
3226	P22001
3226	P22459
3226	P22460
3226	P17658
3226	Q14721
3226	Q92953
3226	P48547
3226	Q96PR1
3226	Q14003
3226	Q03721
3226	Q9NSA2
3226	Q9NZV8
3226	Q9UK17
3226	P15382
3226	Q9Y6J6
3226	Q9Y6H6
3226	Q8WWG9
3226	Q9UJ90
3226	Q9H3M0
3226	Q9UIX4
3226	Q9UJ96
3226	Q8TAE7
3226	Q8TDN1
3226	O95259
3226	Q12809
3226	Q9ULD8
3226	Q9UQ05
3226	Q8NCM2
3226	Q9H252
3226	Q9NS40
3226	Q96L42
3226	P51787
3226	O43526
3226	O43525
3226	P56696
3226	Q9NR82
3226	Q96KK3
3226	Q9BQ31
3226	Q6PIU1
3226	Q8TDN2
3226	Q14722
3226	Q13303
3226	P98194
3226	Q05586
3226	Q12879
3226	Q13224
3226	Q14957
3226	O15399
3226	Q8TCU5
3226	O60391
3226	O14983
3226	Q06432
3226	Q9Y698
3226	O60359
3226	Q9UBN1
3226	Q9UF02
3226	Q9BXT2
3226	P62955
3226	Q8WXS5
3226	P54289
3226	Q9NY47
3226	Q8IZS8
3226	Q7Z3S7
3226	Q13936
3226	Q01668
3226	O60840
3226	Q13698
3226	Q02641
3226	Q08289
3226	P54284
3226	O00305
3226	Q00975
3226	O00555
3226	Q15878
3226	O43497
3226	O95180
3226	Q9P0X4
3226	P23415
3226	P05181
3226	P02768
43708	Q8XJ01
43708	Q4U2R8
43708	Q8TCC7
5486971	P54289
5486971	P43005
5486971	Q01650
5391	P14867
5391	P47869
5391	P34903
5391	P48169
5391	P31644
5391	Q16445
5391	P18505
5391	P47870
5391	P28472
5391	O14764
5391	P78334
5391	Q8N1C3
5391	P18507
5391	Q99928
5391	O00591
5391	Q9UN88
5391	P14867
5391	P47869
5391	P34903
5391	P31644
5391	Q8N1C3
5391	P18507
5391	Q99928
5391	P08684
5391	P33261
4121	Q13621
4121	P00915
4121	P00918
4121	P22748
4649	P35354
4649	O15111
4649	P09917
4649	Q9NZK7
4649	P05164
127151	P23975
127151	P08684
127151	P10635
127151	P08183
4197	Q14432
2479	P14867
2479	P47869
2479	P34903
2479	P48169
2479	P31644
2479	Q16445
2479	P18505
2479	P47870
2479	P28472
2479	O14764
2479	P78334
2479	Q8N1C3
2479	P18507
2479	Q99928
2479	O00591
2479	Q9UN88
2479	Q9GZZ6
2479	Q15822
2479	P32297
2479	P43681
2479	P30532
2479	Q15825
2479	P36544
2479	Q9UGM1
2479	P17787
2479	Q05901
2479	P30926
2479	P42261
2479	P42262
2479	P42263
2479	P48058
2479	P39086
2479	Q13002
2479	Q13003
2479	Q16099
2479	Q16478
2479	P11166
2479	P02768
4463	Q72547
4463	O15245
4463	P02768
5353853	P10613
5353853	Q04782
5353853	O75469
5353853	P08684
5353853	P33261
5311000	P04150
5311000	P08684
5311000	P08185
2481	P14867
2481	P47869
2481	P34903
2481	P48169
2481	P31644
2481	Q16445
2481	P43681
2481	P36544
2481	P42262
2481	Q13002
2481	P14867
2481	P47869
2481	P34903
2481	P48169
2481	P31644
2481	Q16445
2481	P18505
2481	P47870
2481	P28472
2481	O14764
2481	P78334
2481	Q8N1C3
2481	P18507
2481	Q99928
2481	O00591
2481	Q9UN88
20279	P23921
20279	P31350
20279	Q7LG56
20279	P09884
20279	Q07864
20279	P56282
20279	Q9NRF9
20279	Q9NR33
20279	P00491
20279	Q9UNQ0
20279	Q9HAS3
56959	P35498
56959	Q9Y5Y9
56959	Q9UI33
56959	Q99250
56959	Q9NY46
56959	P35499
56959	Q14524
56959	Q01118
56959	Q9UQD0
56959	Q15858
56959	Q07699
56959	O60939
56959	Q9NY72
56959	Q8IWT1
56959	Q14500
56959	Q9UNX9
56959	P63252
56959	P48050
56959	Q13936
56959	Q01668
56959	O60840
56959	Q13698
56959	Q02641
56959	Q08289
56959	P54284
56959	O00305
56959	P35348
56959	P35368
56959	P25100
56959	P08588
56959	P08684
56959	P10635
56959	O95342
56959	P08183
56959	Q96FL8
56959	Q86VL8
56959	P02763
4075	P35354
4075	P23219
4075	P09917
4075	P37231
4075	O15111
4075	O14920
4075	P05164
4075	P18440
1201549	P11229
1201549	Q01959
1201549	P35367
1201549	P31645
1201549	P23975
1201549	P02768
60854	P14416
60854	P21728
60854	P21918
60854	P28223
60854	P35462
60854	P21917
60854	P08908
60854	P28222
60854	P28221
60854	P28566
60854	P28335
60854	P50406
60854	P34969
60854	P35367
60854	P35348
60854	P35368
60854	P08913
60854	P18089
60854	P18825
60854	P11229
60854	P08172
60854	P20309
60854	P08173
60854	P08912
60854	P46098
60854	O95264
60854	Q8WXA8
60854	Q70Z44
60854	A5X5Y0
60854	P47898
60854	P08183
60854	P02768
60854	P02763
6540428	P41595
6540428	P28335
6540428	P28223
6540428	P08908
6540428	P34969
6540428	P28222
6540428	P30939
6540428	P28566
6540428	P08684
54746	P14416
54746	P41595
54746	P35462
54746	P28223
54746	P18089
54746	P28221
54746	P21917
54746	P08913
54746	P08908
54746	P18825
54746	P21918
54746	P21728
54746	P28222
54746	P28335
54746	P34969
54746	P35348
54746	P35368
54746	P25100
54746	P08588
54746	P07550
54746	P21728
54746	P21918
54746	P08183
