Drug	Protein
44259	Q9NQU5
44259	Q9NRM7
44259	Q9NSY1
44259	Q9NWZ3
44259	Q9NYL2
44259	Q9P0L2
44259	Q9P286
44259	Q9P289
44259	Q9P2K8
44259	Q9UBE8
44259	Q9UEE5
44259	Q9UF33
44259	Q9UHD2
44259	Q9UIK4
44259	Q9UK32
44259	Q9UKE5
44259	Q9UKI8
44259	Q9UL54
44259	Q9UPZ9
44259	Q9UQ88
44259	Q9UQB9
44259	Q9UQM7
44259	Q9Y243
44259	Q9Y2H1
44259	Q9Y2U5
44259	Q9Y463
44259	Q9Y616
44259	Q9Y6E0
44259	Q9Y6M4
44259	Q9Y6R4
47936	P19754
54841	P23975
54841	P31645
60657	P08588
60657	P18090
60700	P11387
60857	P08908
60857	P18901
60857	P28221
60857	P28222
65094	Q969R2
65545	P04278
65895	P31389
66414	P04278
68574	P04278
68617	P31645
68617	Q01959
68844	P00918
71183	P08172
71183	P08173
71263	P47747
71707	Q28044
72276	P00734
77999	P37231
79001	P43166
79001	Q8N1Q1
79516	Q16831
82146	P19793
82146	P28704
82146	P28705
89594	P36544
89594	P43144
91565	P54833
93039	P07900
102146	P04278
104787	P41143
104850	P21554
104895	P21554
104895	P34972
104943	P25103
105104	P41144
105110	Q8K4Z4
107424	P04278
107704	P14867
108112	P10827
108112	P10828
108182	P35563
108185	P34976
108220	P31645
113557	P08191
115219	Q2NNR5
119086	P06401
119192	P30989
119376	Q13639
119570	P20288
121881	O70528
123631	O14757
123631	O14976
123631	O75582
123631	P00519
123631	P00533
123631	P07949
123631	P10721
123631	P15056
123631	P22607
123631	P24723
123631	P36888
123631	P42336
123631	Q13976
123631	Q15349
123631	Q15418
123631	Q96GD4
123631	Q9BZL6
123631	Q9UK32
123631	Q9Y616
123686	P08588
124687	P29401
125558	P31652
126565	O00444
126565	O14730
126565	O14757
126565	O14920
126565	O14965
126565	O14976
126565	O15111
126565	O15530
126565	O43318
126565	O60285
126565	O60674
126565	O75460
126565	O75716
126565	O76039
126565	O94768
126565	O94804
126565	O94806
126565	O95819
126565	O96013
126565	P00533
126565	P04629
126565	P07949
126565	P08922
126565	P09619
126565	P10721
126565	P15735
126565	P16591
126565	P23458
126565	P24941
126565	P29597
126565	P32298
126565	P33981
126565	P35916
126565	P36507
126565	P36888
126565	P43403
126565	P43405
126565	P45983
126565	P45985
126565	P46734
126565	P49759
126565	P51617
126565	P52333
126565	P53779
126565	P57078
126565	P78356
126565	P80192
126565	Q00536
126565	Q02750
126565	Q02779
126565	Q07912
126565	Q12851
126565	Q13043
126565	Q13131
126565	Q13163
126565	Q13188
126565	Q13237
126565	Q13470
126565	Q13557
126565	Q13627
126565	Q14164
126565	Q14680
126565	Q15139
126565	Q15418
126565	Q15746
126565	Q15835
126565	Q16288
126565	Q16512
126565	Q16513
126565	Q16584
126565	Q16620
126565	Q16816
126565	Q2M2I8
126565	Q32MK0
126565	Q56UN5
126565	Q5S007
126565	Q6PHR2
126565	Q6XUX3
126565	Q6ZN16
126565	Q7KZI7
126565	Q86V86
126565	Q86YV6
126565	Q8IWQ3
126565	Q8N4C8
126565	Q8N5S9
126565	Q8TDC3
126565	Q8WTQ7
126565	Q92630
126565	Q96BR1
126565	Q96GD4
126565	Q96RR4
126565	Q96SB4
126565	Q99759
126565	Q9BRS2
126565	Q9BYT3
126565	Q9BZL6
126565	Q9H093
126565	Q9H0K1
126565	Q9H2K2
126565	Q9HAZ1
126565	Q9HBH9
126565	Q9NQU5
126565	Q9NRM7
126565	Q9NSY1
126565	Q9NWZ3
126565	Q9P286
126565	Q9P2K8
126565	Q9UEE5
126565	Q9UHD2
126565	Q9UKE5
126565	Q9UPE1
126565	Q9UQB9
126565	Q9UQM7
126565	Q9Y2H9
126565	Q9Y2U5
126565	Q9Y463
126565	Q9Y616
127914	P41144
128861	P00734
129211	P23944
129211	P35348
129211	P43140
129334	P30561
129989	P08172
131654	P34976
131857	P34976
132266	P23944
132266	P43140
132387	P34976
132562	P34976
132904	Q15717
132937	Q9JI35
132947	P08172
133031	P34976
134179	P47747
134897	P00797
136297	P04278
147912	Q7Z1V1
148124	P00533
151194	O14757
151194	O43293
151194	O75582
151194	P00519
151194	P00533
151194	P07333
151194	P09619
151194	P10721
151194	P15056
151194	P17948
151194	P22607
151194	P24723
151194	P36888
151194	P42336
151194	P49841
151194	Q09013
151194	Q13976
151194	Q15349
151194	Q15418
151194	Q96GD4
151194	Q9BZL6
151194	Q9UK32
151194	Q9Y616
153224	P31389
153999	O43293
153999	O75582
153999	P00519
153999	P00533
153999	P07949
153999	P10721
153999	P15056
153999	P22607
153999	P24723
153999	P36888
153999	P42336
153999	P49840
153999	Q02156
153999	Q04759
153999	Q05655
153999	Q09013
153999	Q13976
153999	Q15349
153999	Q15418
153999	Q86V86
153999	Q96GD4
153999	Q9UK32
153999	Q9Y616
156414	O14757
156414	O43293
156414	O75582
156414	P00519
156414	P00533
156414	P10721
156414	P15056
156414	P22607
156414	P24723
156414	P36888
156414	P42336
156414	P68370
156414	Q09013
156414	Q13976
156414	Q15303
156414	Q15349
156414	Q9BZL6
156414	Q9UK32
156414	Q9Y616
156422	O14757
156422	O43293
156422	O75582
156422	O94804
156422	P00519
156422	P00533
156422	P07949
156422	P10721
156422	P15056
156422	P22607
156422	P24723
156422	P35590
156422	P36888
156422	P42336
156422	P45984
156422	P53778
156422	Q02763
156422	Q08345
156422	Q09013
156422	Q13976
156422	Q15349
156422	Q15418
156422	Q15759
156422	Q16832
156422	Q96GD4
156422	Q9BZL6
156422	Q9UK32
156422	Q9Y616
156615	Q9JI35
160024	P15121
160355	O14757
160355	O43293
160355	O75582
160355	P00519
160355	P00533
160355	P07949
160355	P10721
160355	P15056
160355	P22607
160355	P24723
160355	P36888
160355	P42336
160355	Q09013
160355	Q13976
160355	Q15349
160355	Q15418
160355	Q96GD4
160355	Q9BZL6
160355	Q9UK32
160355	Q9Y616
167715	P14416
170739	Q28044
172198	P25104
172198	P30556
174174	P08172
174174	P08482
174174	P08483
174174	P10980
176155	O14757
176155	O14976
176155	O43293
176155	O43353
176155	O75582
176155	P00519
176155	P00533
176155	P07949
176155	P10721
176155	P22607
176155	P24723
176155	P36888
176155	P42336
176155	Q09013
176155	Q13976
176155	Q15349
176155	Q15418
176155	Q96GD4
176155	Q9BZL6
176155	Q9UBE8
176155	Q9UK32
176155	Q9Y616
176167	P49841
176167	Q02156
176167	Q05655
176167	Q9UK32
176407	P29274
176407	P30543
176408	P30543
176870	O14757
176870	O14976
176870	O43293
176870	O75582
176870	O94804
176870	P00519
176870	P00533
176870	P10721
176870	P15056
176870	P22607
176870	P24723
176870	P36888
176870	P42336
176870	Q09013
176870	Q13976
176870	Q15349
176870	Q15418
176870	Q56UN5
176870	Q96GD4
176870	Q9BZL6
176870	Q9H2G2
176870	Q9UK32
176870	Q9Y616
177238	P10276
177238	P10826
177238	P13631
178553	P34976
187238	P18090
190816	P15121
194450	Q12809
201701	P33535
208908	O14757
208908	O43293
208908	O75582
208908	P00519
208908	P00533
208908	P04626
208908	P07949
208908	P10721
208908	P15056
208908	P22607
208908	P24723
208908	P36888
208908	P42336
208908	P49840
208908	Q09013
208908	Q13976
208908	Q15349
208908	Q15418
208908	Q96GD4
208908	Q9BZL6
208908	Q9UK32
208908	Q9Y616
216239	O14757
216239	O43293
216239	O75582
216239	P00519
216239	P00533
216239	P07333
216239	P07949
216239	P10721
216239	P24723
216239	P35916
216239	P36888
216239	P42336
216239	Q08345
216239	Q09013
216239	Q13976
216239	Q15349
216239	Q15418
216239	Q16832
216239	Q8NE63
216239	Q9BZL6
216239	Q9NYL2
216239	Q9UK32
216239	Q9Y616
219077	P29371
219077	P30098
223368	P04278
236417	P04278
236536	P04278
245468	P04278
247942	P04278
254077	P04278
255971	P04278
261000	P10275
268735	Q09472
439302	P30559
441336	P06401
441688	P00734
443295	P21462
443408	P41145
444041	P42684
444499	P00491
444607	P00918
444732	Q13547
444732	Q92769
444795	P10276
444795	P10826
444795	P11416
444795	P13631
444795	P18911
444795	P19793
444795	P22605
444795	P22935
444795	P28702
444795	P48443
444795	P62965
444865	P04278
445393	P00918
445643	P62942
445643	Q08209
446240	P00918
446378	P04191
446504	P08254
447077	O00238
447077	O14976
447077	O15197
447077	O43353
447077	P00519
447077	P06239
447077	P06241
447077	P07333
447077	P07947
447077	P07948
447077	P08631
447077	P09619
447077	P09769
447077	P10721
447077	P12931
447077	P15056
447077	P16234
447077	P17948
447077	P21709
447077	P27037
447077	P29317
447077	P29320
447077	P29322
447077	P29323
447077	P42684
447077	P42685
447077	P51451
447077	P54756
447077	P54760
447077	P54762
447077	P54764
447077	P57059
447077	Q07912
447077	Q08345
447077	Q13705
447077	Q16832
447077	Q96D53
447077	Q9H0K1
447077	Q9P2K8
448222	P30542
448722	P29401
449171	P10276
449171	P10826
449171	P11416
449171	P13631
449171	P18911
449171	P19793
449171	P22605
449171	P28702
449171	P28704
449171	P28705
449171	P48443
449241	O75116
449241	P05132
451705	P30530
451705	Q96GD4
451705	Q9HAZ1
451705	Q9UQB9
452545	P05771
452545	P17252
452545	Q02156
452545	Q05655
456201	Q7Z1V1
461776	P01213
493570	P02752
503593	Q05823
643606	P29276
644077	P30560
644077	P48044
644241	P00519
644241	P09619
644241	P10721
644241	P42684
644241	Q08345
644241	Q16832
644241	Q9NYL2
656733	P70605
688566	P08482
688566	P10980
694593	Q15109
787495	Q15109
805813	O14640
818159	P14920
854023	P58154
1046819	Q8IL04
1139918	O14640
1326384	O14640
1810199	O14640
1893667	P49759
1893667	Q13627
2063927	P00915
2063927	P00918
2063927	P43166
2288900	P34995
2733526	Q9UBM7
2766326	Q9Y5N1
2769826	Q8K4Z4
2781852	P14920
2840793	Q8K4Z4
2843596	Q28044
2853727	Q13936
2855383	Q15109
2930799	Q99572
2933256	Q99572
2968216	Q15109
2979771	Q15109
2991114	Q15109
3002977	P51681
3013848	P00918
3025986	O14757
3025986	O43293
3025986	O75582
3025986	O76039
3025986	P00519
3025986	P00533
3025986	P07949
3025986	P10721
3025986	P15056
3025986	P22607
3025986	P24723
3025986	P36888
3025986	P42336
3025986	P49840
3025986	Q00536
3025986	Q00537
3025986	Q09013
3025986	Q13976
3025986	Q14004
3025986	Q15349
3025986	Q15418
3025986	Q96GD4
3025986	Q9UK32
3025986	Q9Y616
3035905	Q9JI35
3038522	O14757
3038522	O43293
3038522	O75582
3038522	P00519
3038522	P00533
3038522	P07333
3038522	P07949
3038522	P09619
3038522	P10721
3038522	P15056
3038522	P16234
3038522	P22607
3038522	P24723
3038522	P36888
3038522	P42336
3038522	P49840
3038522	P49841
3038522	Q09013
3038522	Q13976
3038522	Q15349
3038522	Q15418
3038522	Q96GD4
3038522	Q9BZL6
3038522	Q9UK32
3038525	O14757
3038525	O43293
3038525	O75582
3038525	P00519
3038525	P00533
3038525	P07949
3038525	P10721
3038525	P15056
3038525	P22607
3038525	P24723
3038525	P36888
3038525	P42336
3038525	P49841
3038525	Q09013
3038525	Q13976
3038525	Q15349
3038525	Q15418
3038525	Q96GD4
3038525	Q9BZL6
3038525	Q9UK32
3038525	Q9Y616
3047492	P18090
3047497	P18090
3062316	O14757
3062316	O14976
3062316	O15197
3062316	O43293
3062316	O75582
3062316	P00519
3062316	P00533
3062316	P06239
3062316	P06241
3062316	P07333
3062316	P07947
3062316	P07948
3062316	P08631
3062316	P09619
3062316	P09769
3062316	P10721
3062316	P12931
3062316	P15056
3062316	P16234
3062316	P21709
3062316	P21860
3062316	P22607
3062316	P24723
3062316	P29317
3062316	P29320
3062316	P29322
3062316	P29323
3062316	P36888
3062316	P41240
3062316	P42336
3062316	P42680
3062316	P42681
3062316	P42684
3062316	P42685
3062316	P51451
3062316	P51813
3062316	P54753
3062316	P54756
3062316	P54760
3062316	P54762
3062316	P54764
3062316	P57059
3062316	Q06187
3062316	Q07912
3062316	Q08345
3062316	Q09013
3062316	Q13163
3062316	Q13882
3062316	Q13976
3062316	Q15349
3062316	Q15418
3062316	Q16832
3062316	Q59H18
3062316	Q96GD4
3062316	Q9BZL6
3062316	Q9H0K1
3062316	Q9H3Y6
3062316	Q9UK32
3062316	Q9Y616
3081361	O14757
3081361	O43293
3081361	O43353
3081361	O75582
3081361	P00519
3081361	P00533
3081361	P06239
3081361	P07949
3081361	P10721
3081361	P15056
3081361	P24723
3081361	P36888
3081361	P42336
3081361	Q08345
3081361	Q09013
3081361	Q13976
3081361	Q15349
3081361	Q15418
3081361	Q96GD4
3081361	Q9BZL6
3081361	Q9UK32
3081361	Q9Y616
3086599	P29274
3086681	P25103
3123920	Q8K4Z4
3232621	Q13627
3277600	P30994
3392731	Q07869
4110026	P25095
4331799	O43613
4369101	P00918
4369102	P00918
4369359	P27487
4521392	O14757
4521392	O43293
4521392	O75582
4521392	P00519
4521392	P00533
4521392	P07949
4521392	P10721
4521392	P15056
4521392	P22607
4521392	P24723
4521392	P36888
4521392	P42336
4521392	P49841
4521392	Q09013
4521392	Q13976
4521392	Q15349
4521392	Q15418
4521392	Q96GD4
4521392	Q9BZL6
4521392	Q9UK32
4521392	Q9Y616
4908365	Q9H3N8
4961254	P14920
5249956	P50129
5250783	Q9JI35
5280343	P00734
5280453	A3RGC1
5280453	P11473
5280757	P05771
5280757	P17252
5280757	Q02156
5280757	Q05655
5281600	P15692
5281600	P49763
5282443	P31389
5284373	P62937
5284373	Q08209
5284549	P00918
5284557	P04278
5284566	P46098
5284596	P33535
5284596	P41144
5284596	P51682
5284596	P97266
5284627	P00918
5284627	P35218
5287799	P25774
5287969	O14757
5287969	O43293
5287969	O75582
5287969	O76039
5287969	P00519
5287969	P00533
5287969	P07949
5287969	P10721
5287969	P11802
5287969	P15056
5287969	P20794
5287969	P22607
5287969	P36888
5287969	P42336
5287969	P50613
5287969	P50750
5287969	Q13976
5287969	Q15349
5287969	Q15418
5287969	Q8N5S9
5287969	Q96GD4
5287969	Q9BZL6
5287969	Q9UK32
5287969	Q9UPZ9
5287969	Q9Y616
5288783	P11473
5289501	P10826
5289501	P13631
5289508	P21836
5310954	Q9H244
5310982	P31389
5310985	P58154
5311010	P70536
5311057	P30547
5311116	P08588
5311118	P10276
5311201	P30553
5311319	P30989
5311377	P28646
5311377	P30872
5311382	P0C1S8
5311382	P30291
5311424	P29371
5311424	P30098
5313082	P05413
5328940	O14976
5328940	O94804
5328940	O95819
5328940	P00519
5328940	P00533
5328940	P06239
5328940	P06241
5328940	P07947
5328940	P07948
5328940	P08631
5328940	P09769
5328940	P12931
5328940	P21860
5328940	P29317
5328940	P29320
5328940	P29322
5328940	P29323
5328940	P36507
5328940	P42684
5328940	P42685
5328940	P51451
5328940	P54756
5328940	P54760
5328940	P54764
5328940	Q02750
5328940	Q06187
5328940	Q07912
5328940	Q12851
5328940	Q13163
5328940	Q15303
5328940	Q56UN5
5328940	Q8IVH8
5328940	Q8N4C8
5328940	Q8TDR2
5328940	Q92918
5328940	Q9H0K1
5328940	Q9H2G2
5329102	O14757
5329102	O14976
5329102	O43293
5329102	O75385
5329102	O75582
5329102	O75914
5329102	O94804
5329102	O96017
5329102	P00519
5329102	P00533
5329102	P07333
5329102	P07949
5329102	P09619
5329102	P10721
5329102	P11799
5329102	P15056
5329102	P15735
5329102	P16234
5329102	P17948
5329102	P22607
5329102	P24723
5329102	P30530
5329102	P35968
5329102	P36888
5329102	P42336
5329102	P48730
5329102	P49674
5329102	P49759
5329102	P49760
5329102	P51617
5329102	Q08881
5329102	Q09013
5329102	Q12866
5329102	Q13043
5329102	Q13131
5329102	Q13976
5329102	Q15349
5329102	Q15418
5329102	Q15746
5329102	Q16816
5329102	Q2M2I8
5329102	Q32MK0
5329102	Q56UN5
5329102	Q86YV6
5329102	Q8IYT8
5329102	Q8N4C8
5329102	Q92918
5329102	Q9BYT3
5329102	Q9HAZ1
5329102	Q9NSY1
5329102	Q9UEE5
5329102	Q9UK32
5329102	Q9UKE5
5330790	O14757
5330790	O75582
5330790	P00519
5330790	P00533
5330790	P10721
5330790	P15056
5330790	P23458
5330790	P24723
5330790	P24941
5330790	P36888
5330790	P42336
5330790	Q00536
5330790	Q09013
5330790	Q13976
5330790	Q15349
5330790	Q15418
5330790	Q96GD4
5330790	Q9BZL6
5330790	Q9H093
5330790	Q9UK32
5353622	P47747
5353940	O14757
5353940	O43293
5353940	O75582
5353940	P00519
5353940	P00533
5353940	P07949
5353940	P10721
5353940	P22607
5353940	P24723
5353940	P36888
5353940	P42336
5353940	Q09013
5353940	Q13976
5353940	Q15349
5353940	Q15418
5353940	Q96GD4
5353940	Q9BZL6
5353940	Q9UBE8
5353940	Q9UK32
5353940	Q9Y616
5354022	P10826
5354022	P13631
5359421	P33535
5388929	P98170
5456026	O14640
5460332	P05413
5461005	P05413
5462471	P33535
5464103	Q8K4Z4
5472806	P04191
5477889	P47747
5484725	P07550
5487795	Q8K4Z4
5494449	O00444
5494449	O14757
5494449	O14965
5494449	O15197
5494449	O43293
5494449	O75582
5494449	P00519
5494449	P00533
5494449	P07949
5494449	P10721
5494449	P11799
5494449	P15056
5494449	P24723
5494449	P36888
5494449	P42336
5494449	P42684
5494449	P49840
5494449	Q08345
5494449	Q09013
5494449	Q13546
5494449	Q13976
5494449	Q15349
5494449	Q15418
5494449	Q32MK0
5494449	Q96GD4
5494449	Q9BZL6
5494449	Q9UK32
5494449	Q9UQB9
5494449	O14965
5494449	Q13546
5496861	P0DP25,P0DP24,P0DP23
5705529	P07900
6305587	P19020
6337614	P46098
6436265	P10980
6441236	P10826
6445562	O14757
6445562	O14976
6445562	O43293
6445562	O75582
6445562	P00519
6445562	P00533
6445562	P07949
6445562	P10721
6445562	P15056
6445562	P22607
6445562	P24723
6445562	P36888
6445562	P42336
6445562	P52333
6445562	P68370
6445562	Q13976
6445562	Q15349
6445562	Q15418
6445562	Q96GD4
6445562	Q9BZL6
6445562	Q9UK32
6445562	Q9Y616
6450551	O00444
6450551	P00519
6450551	P07333
6450551	P09619
6450551	P10721
6450551	P16234
6450551	P17948
6450551	P35968
6450551	Q96GD4
6450551	Q9UQB9
6473876	P23284
6473876	P30405
6473876	P62937
6539090	P24941
6539090	P24941
6603901	Q03181
6604049	P08588
6917707	P33535
6917715	P04278
6917762	Q8K4Z4
6918173	P25023
6918173	P30411
6918269	P34976
6918852	O94921
6918852	P11802
6918852	P20794
6918852	P24941
6918852	P49761
6918852	P50613
6918852	P50750
6918852	Q00526
6918852	Q00535
6918852	Q00536
6918852	Q00537
6918852	Q13627
6918852	Q96Q40
6918852	Q9UPZ9
7141881	P14920
8316391	O70212
8923923	Q99572
9101421	O14640
9576814	Q8K4Z4
9690136	P70536
9793868	Q9JI35
9796764	Q9JI35
9799442	P19793
9799532	P10826
9799532	P13631
9800656	Q13639
9801006	P34976
9801627	P34976
9802561	P34976
9803225	Q99572
9807403	P79218
9807638	P34976
9809715	O43318
9809715	O60674
9809715	O75716
9809715	P00519
9809715	P04629
9809715	P06213
9809715	P06239
9809715	P07949
9809715	P09619
9809715	P10721
9809715	P14616
9809715	P16234
9809715	P23458
9809715	P30530
9809715	P32298
9809715	P33981
9809715	P35968
9809715	P36888
9809715	P49759
9809715	P52333
9809715	P78356
9809715	P9WI81
9809715	Q00536
9809715	Q02750
9809715	Q08345
9809715	Q12866
9809715	Q13043
9809715	Q13163
9809715	Q13523
9809715	Q13976
9809715	Q14680
9809715	Q15831
9809715	Q16620
9809715	Q56UN5
9809715	Q9BRS2
9809715	Q9H093
9809715	Q9HAZ1
9809715	Q9NSY1
9809715	Q9UPE1
9809715	Q9Y2U5
9811445	P70605
9820391	P28705
9820545	P28704
9820546	P19793
9820546	P28704
9820546	P48443
9821250	P34998
9822322	P25774
9823820	P35968
9826528	Q02750
9829083	P25103
9829523	O00506
9829523	O14578
9829523	O14757
9829523	O14965
9829523	O15075
9829523	O15146
9829523	O15530
9829523	O43293
9829523	O43353
9829523	O75582
9829523	O75716
9829523	O75914
9829523	O94921
9829523	O95835
9829523	O96013
9829523	P00519
9829523	P00533
9829523	P04626
9829523	P06213
9829523	P06239
9829523	P06241
9829523	P07332
9829523	P07949
9829523	P08069
9829523	P09619
9829523	P10721
9829523	P11362
9829523	P11799
9829523	P12931
9829523	P14616
9829523	P15056
9829523	P15735
9829523	P16591
9829523	P19784
9829523	P21709
9829523	P21802
9829523	P22455
9829523	P22607
9829523	P22694
9829523	P23458
9829523	P24723
9829523	P24941
9829523	P27037
9829523	P27361
9829523	P28482
9829523	P29317
9829523	P29320
9829523	P29322
9829523	P29323
9829523	P29376
9829523	P29597
9829523	P30291
9829523	P31152
9829523	P35590
9829523	P36507
9829523	P36888
9829523	P36894
9829523	P36896
9829523	P37023
9829523	P37173
9829523	P42336
9829523	P42680
9829523	P42681
9829523	P42684
9829523	P42685
9829523	P43403
9829523	P45984
9829523	P48730
9829523	P49137
9829523	P49674
9829523	P49761
9829523	P49840
9829523	P49841
9829523	P50613
9829523	P50750
9829523	P51451
9829523	P51813
9829523	P51955
9829523	P52333
9829523	P52564
9829523	P53350
9829523	P53667
9829523	P53671
9829523	P53778
9829523	P54753
9829523	P54756
9829523	P54760
9829523	P54762
9829523	P54764
9829523	P57059
9829523	P68400
9829523	P78356
9829523	P78368
9829523	P80192
9829523	Q00526
9829523	Q00535
9829523	Q00536
9829523	Q00537
9829523	Q02750
9829523	Q02763
9829523	Q04771
9829523	Q05397
9829523	Q06187
9829523	Q06418
9829523	Q07912
9829523	Q08881
9829523	Q12866
9829523	Q13043
9829523	Q13131
9829523	Q13153
9829523	Q13164
9829523	Q13188
9829523	Q13546
9829523	Q13554
9829523	Q13705
9829523	Q13873
9829523	Q13882
9829523	Q13976
9829523	Q14012
9829523	Q14164
9829523	Q14680
9829523	Q15139
9829523	Q15349
9829523	Q15418
9829523	Q15569
9829523	Q15746
9829523	Q15759
9829523	Q16288
