param_database	param_hidden_channels	param_learning_rate	param_nb_hidden_layer	param_layer_type	param_act	param_aggr_type	param_n_heads	param_p	auc_train	auc_val	auc_test	aupr_train	aupr_val	aupr_test	iter	time
drugbank	7	0.01	2	sage	relu	max		0.5	0.901083	0.906028	0.917472	0.9089809130182952	0.9074358919369444	0.9194827787700314	999	0.6464493195215861
drugbank	7	0.01	3	sage	relu	sum		0.0	0.817489	0.801218	0.820529	0.8407627228879142	0.8203281773286314	0.8400711812562722	41	0.0296627879142761
drugbank	7	0.01	3	sage	relu	mean		0.0	0.902579	0.875606	0.883015	0.903502174510587	0.8782450089477776	0.8766467770681002	480	0.3627156813939412
drugbank	7	0.01	3	sage	relu	max		0.0	0.915395	0.895312	0.906307	0.9196245885226352	0.8961483412676823	0.9025447478138364	360	0.2626662492752075
drugbank	7	0.01	3	sage	relu	sum		0.2	0.831049	0.82945	0.821696	0.8577768622563477	0.8533518127406898	0.8509850308861934	50	0.0360468626022338
drugbank	7	0.01	3	sage	relu	mean		0.2	0.878169	0.850513	0.861898	0.8864509496542556	0.8499861388299018	0.8610188757415504	629	0.4647008498509725
drugbank	7	0.01	3	sage	relu	max		0.2	0.904129	0.901998	0.919733	0.9082844918984474	0.8984218173213128	0.9198712786644864	999	0.7466503779093424
drugbank	7	0.01	3	sage	relu	sum		0.5	0.437368	0.394857	0.385753	0.5924592909862101	0.5627198651554397	0.5556333979150359	59	0.0432868282000223
drugbank	7	0.01	3	sage	relu	mean		0.5	0.577625	0.495241	0.473475	0.5187893790679071	0.4670156552305978	0.4544251391402343	71	0.0560255527496337
drugbank	7	0.01	3	sage	relu	max		0.5	0.913414	0.918722	0.92711	0.918630793864588	0.91806858274719	0.926435655224965	999	0.7524937113126119
drugbank	7	0.01	4	sage	relu	sum		0.0	0.812783	0.81154	0.807433	0.845695887073772	0.8438315116813934	0.8417552061066803	105	0.0845645149548848
drugbank	7	0.01	4	sage	relu	mean		0.0	0.897187	0.871661	0.879267	0.8915948960587017	0.8556953818093479	0.8641551847507285	715	0.5997240106264751
drugbank	7	0.01	4	sage	relu	max		0.0	0.914745	0.895932	0.895059	0.922689837502032	0.9000868817787202	0.8963057264996837	231	0.1856437404950459
drugbank	7	0.01	4	sage	relu	sum		0.2	0.813887	0.804842	0.795653	0.8399420960781319	0.8381427894982068	0.8296460802770192	41	0.0333196600278218
drugbank	7	0.01	4	sage	relu	mean		0.2	0.728081	0.69143	0.67057	0.6432395195904894	0.6145118832056269	0.5926140175137988	661	0.5424600164095561
drugbank	7	0.01	4	sage	relu	max		0.2	0.927343	0.912222	0.930853	0.9332768203618984	0.9194626048552308	0.9342216185686888	999	0.8105518539746602
drugbank	7	0.01	4	sage	relu	sum		0.5	0.885481	0.901811	0.894318	0.9036278893504512	0.914255118036434	0.8989152491209367	999	0.7861002723375956
drugbank	7	0.01	4	sage	relu	mean		0.5	0.573335	0.513191	0.500965	0.5412939760616635	0.5066942448382361	0.5002899657144428	101	0.0814537763595581
drugbank	7	0.01	4	sage	relu	max		0.5	0.79238	0.840972	0.859797	0.7368846227581498	0.8052355404374749	0.8232884633931601	999	0.8166693607966106
drugbank	7	0.01	5	sage	relu	sum		0.0	0.886151	0.883716	0.866128	0.9086948655115517	0.900368896516356	0.8846296017759374	198	0.166394297281901
drugbank	7	0.01	5	sage	relu	mean		0.0	0.9018	0.884604	0.888957	0.903936277658568	0.882484661766171	0.8842444141394754	526	0.4667575240135193
drugbank	7	0.01	5	sage	relu	max		0.0	0.925903	0.90661	0.913934	0.9310282005787188	0.9059450020417787	0.9142547990812074	350	0.3074852188428243
drugbank	7	0.01	5	sage	relu	sum		0.2	0.749772	0.749597	0.743571	0.790135462399134	0.7733744267868379	0.7705911150114668	41	0.0391623417536417
drugbank	7	0.01	5	sage	relu	mean		0.2	0.582616	0.530469	0.499277	0.548996714112221	0.5171424761407077	0.499698206327936	129	0.123278013865153
drugbank	7	0.01	5	sage	relu	max		0.2	0.917943	0.91832	0.924888	0.9216609358832232	0.9197201068145492	0.9259102773719228	999	0.9451419949531557
drugbank	7	0.01	5	sage	relu	sum		0.5	0.73654	0.74596	0.738323	0.78695793630416	0.8026265873014543	0.7857883943876334	41	0.0372916539510091
drugbank	7	0.01	5	sage	relu	mean		0.5	0.668806	0.642656	0.628684	0.6092657479506992	0.5887693788928205	0.570373397859952	90	0.0847631891568501
drugbank	7	0.01	5	sage	relu	max		0.5	0.684726	0.700842	0.719804	0.6431479886240918	0.6628452813243166	0.6912906702328113	999	0.9259759783744812
drugbank	10	0.01	1	sage	relu	sum		0.0	0.91794	0.909756	0.917778	0.926378009333112	0.9176350232350824	0.9248019544606224	999	0.7281653602917989
drugbank	10	0.01	1	sage	relu	mean		0.0	0.888448	0.863229	0.857789	0.8859186359630756	0.8582592555046368	0.8468493239693085	677	0.551558788617452
drugbank	10	0.01	1	sage	relu	max		0.0	0.865209	0.841604	0.849766	0.8687743060149217	0.8415437415859048	0.854808974753409	999	0.8072984178860982
drugbank	10	0.01	2	sage	relu	sum		0.0	0.930594	0.920676	0.927518	0.9375620994881132	0.9253441676813186	0.9316240569340748	678	0.5630039095878601
drugbank	10	0.01	2	sage	relu	mean		0.0	0.896715	0.870722	0.875337	0.8996330997013439	0.8679513322160561	0.8712314773621951	431	0.3848861217498779
drugbank	10	0.01	2	sage	relu	max		0.0	0.928634	0.909654	0.917439	0.9345279219608228	0.907259802973075	0.9172655223287824	323	0.2773252526919047
drugbank	10	0.01	2	sage	relu	sum		0.2	0.930358	0.916814	0.924139	0.9377299853015412	0.9231916298485472	0.9279956702489808	653	0.556585156917572
drugbank	10	0.01	2	sage	relu	mean		0.2	0.876015	0.858639	0.846817	0.865782077660411	0.8399656052353068	0.8345620140590834	940	0.7985507090886433
drugbank	10	0.01	2	sage	relu	max		0.2	0.939785	0.91343	0.932184	0.944670254021504	0.9180643738022636	0.9342273566283272	868	0.7563728570938111
drugbank	10	0.01	2	sage	relu	sum		0.5	0.925977	0.923688	0.921647	0.9341615784451724	0.9292601985167148	0.9278128666936272	999	0.8992251515388489
drugbank	10	0.01	2	sage	relu	mean		0.5	0.813225	0.784872	0.781266	0.8109311789302003	0.7720964303521712	0.7788864097367745	261	0.2618912100791931
drugbank	10	0.01	2	sage	relu	max		0.5	0.911577	0.902144	0.894256	0.9114818307045334	0.9009943899158376	0.8905711750758498	999	0.8363570769627889
drugbank	10	0.01	3	sage	relu	sum		0.0	0.906603	0.89233	0.872253	0.918389415214147	0.910181234397774	0.8954068001172948	302	0.2641647736231486
drugbank	10	0.01	3	sage	relu	mean		0.0	0.911297	0.887331	0.884104	0.9143658791098336	0.8840113063173315	0.8787099735130415	560	0.5140965660413106
drugbank	10	0.01	3	sage	relu	max		0.0	0.938982	0.919475	0.922556	0.9426934679362418	0.9209287797487438	0.9238838801739808	516	0.4913726329803466
drugbank	10	0.01	3	sage	relu	sum		0.2	0.884921	0.875323	0.882922	0.8925516259447759	0.8873009340301148	0.8891177536035143	99	0.0948335448900858
drugbank	10	0.01	3	sage	relu	mean		0.2	0.714811	0.684955	0.672528	0.7288510786502291	0.7114191507302914	0.6935323846027578	66	0.0610173344612121
drugbank	10	0.01	3	sage	relu	max		0.2	0.936079	0.926462	0.933968	0.9411883110515616	0.9316503503579706	0.9384150038546492	999	0.9195572574933368
drugbank	10	0.01	3	sage	relu	sum		0.5	0.925163	0.913349	0.916905	0.9331045707598712	0.9208252790635096	0.9230372701705346	999	0.9161506533622742
drugbank	10	0.01	3	sage	relu	mean		0.5	0.668257	0.638087	0.613049	0.7039393455086622	0.6906516755376283	0.6680042934135851	47	0.0451556046803792
drugbank	10	0.01	3	sage	relu	max		0.5	0.919857	0.903409	0.918146	0.9265660766921402	0.8956793853137004	0.9138562733294804	999	0.9195646524429322
drugbank	10	0.01	4	sage	relu	sum		0.0	0.807499	0.769588	0.783679	0.8547412482021786	0.8311688665601761	0.8404436099095045	41	0.0379974961280822
drugbank	10	0.01	4	sage	relu	mean		0.0	0.876891	0.85063	0.864417	0.8745395485648226	0.8325570551647898	0.847757607788975	232	0.2266042788823445
drugbank	10	0.01	4	sage	relu	max		0.0	0.933554	0.916862	0.926434	0.9389469046464608	0.9174097566581182	0.9251894681406648	347	0.3260629216829935
drugbank	10	0.01	4	sage	relu	sum		0.2	0.73589	0.713863	0.711416	0.7825340978576809	0.7706926848059023	0.7716730727132926	49	0.0462726910909016
drugbank	10	0.01	4	sage	relu	mean		0.2	0.710491	0.698584	0.693765	0.662177529267462	0.6452547998067407	0.6348855379671654	146	0.1375291983286539
drugbank	10	0.01	4	sage	relu	max		0.2	0.826876	0.837589	0.859976	0.8265648153920442	0.8195592450620323	0.8492932222739401	999	0.9240270177523296
drugbank	10	0.01	4	sage	relu	sum		0.5	0.906066	0.911705	0.916747	0.9183328181045736	0.9210708605094622	0.9224559922059772	999	0.9430421829223632
drugbank	10	0.01	4	sage	relu	mean		0.5	0.520006	0.443892	0.397351	0.4782190367148217	0.439055178075656	0.4183453715529023	42	0.0419135928153991
drugbank	10	0.01	4	sage	relu	max		0.5	0.77072	0.826569	0.869614	0.737534519480463	0.7930192879771933	0.8425419230119698	999	0.9634967048962912
drugbank	10	0.01	5	sage	relu	sum		0.0	0.747283	0.758025	0.737623	0.7807093249444206	0.7885730771541276	0.7789388756723757	42	0.0393191337585449
drugbank	10	0.01	5	sage	relu	mean		0.0	0.909555	0.886289	0.881721	0.9098406287873836	0.8787394109762069	0.8821934406273033	421	0.4482898036638895
drugbank	10	0.01	5	sage	relu	max		0.0	0.931191	0.911369	0.906285	0.9368897980482556	0.912939470196035	0.9028808275979312	291	0.2847972353299459
drugbank	10	0.01	5	sage	relu	sum		0.2	0.773891	0.768229	0.751541	0.8232871044306802	0.8147586337135337	0.7952490002394362	41	0.0416163643201192
drugbank	10	0.01	5	sage	relu	mean		0.2	0.734727	0.692655	0.689396	0.7463660457801928	0.7104343836979047	0.7037453251238536	67	0.0703781922658284
drugbank	10	0.01	5	sage	relu	max		0.2	0.923441	0.927452	0.928763	0.9250833719684572	0.9292547498130004	0.9309347262440149	999	1.036045829455058
drugbank	10	0.01	5	sage	relu	sum		0.5	0.605198	0.545213	0.527293	0.614745726552905	0.5701820548093661	0.5608395105607491	41	0.0549468278884887
drugbank	10	0.01	5	sage	relu	mean		0.5	0.618447	0.579108	0.527254	0.5988910458189385	0.5625942539525541	0.5322036347140547	49	0.0631405154863993
drugbank	10	0.01	5	sage	relu	max		0.5	0.861918	0.874522	0.889256	0.8479072574443011	0.8622822274113631	0.8824307150601159	999	1.0600494861602785
drugbank	20	0.01	1	sage	relu	sum		0.0	0.92135	0.919858	0.919518	0.93120713565798	0.9265808048778588	0.926751897586558	999	0.7731326341629028
drugbank	20	0.01	1	sage	relu	mean		0.0	0.87729	0.847826	0.852694	0.8758974194113296	0.8429554339061648	0.8410772872593899	387	0.3121406038602193
drugbank	20	0.01	1	sage	relu	max		0.0	0.917747	0.895008	0.900393	0.921711240938544	0.9000324540611617	0.9045276021045712	501	0.4377346555391947
drugbank	20	0.01	2	sage	relu	sum		0.0	0.884393	0.871659	0.869632	0.8951449987366928	0.88299200705616	0.8824547173269814	435	0.4335845430692037
drugbank	20	0.01	2	sage	relu	mean		0.0	0.911265	0.887258	0.878119	0.9123824578201551	0.8883396766166014	0.8722653200475569	361	0.3256332039833068
drugbank	20	0.01	2	sage	relu	max		0.0	0.92036	0.899241	0.910056	0.9276822898469425	0.902305218693998	0.9158050500077406	141	0.1372929652531941
drugbank	20	0.01	2	sage	relu	sum		0.2	0.945271	0.92734	0.926587	0.9486203406184373	0.9342905672394034	0.9277996249431272	991	0.9556542158126832
drugbank	20	0.01	2	sage	relu	mean		0.2	0.875592	0.855775	0.855823	0.8745729075836458	0.8522748117266365	0.8532134794351637	275	0.2930218935012817
drugbank	20	0.01	2	sage	relu	max		0.2	0.951808	0.928077	0.924646	0.9547654205840392	0.93224886374506	0.9252272821012756	493	0.5135948022206624
drugbank	20	0.01	2	sage	relu	sum		0.5	0.936503	0.928239	0.927579	0.9435697139757612	0.9341940210914744	0.9300691419029834	999	0.9475639184316
drugbank	20	0.01	2	sage	relu	mean		0.5	0.694245	0.663789	0.64097	0.6767736260194526	0.6411132315459331	0.6248691749109834	44	0.0541878104209899
drugbank	20	0.01	2	sage	relu	max		0.5	0.935632	0.918377	0.927251	0.9404162836449612	0.9200220513580032	0.9272842103678514	999	0.9451378226280212
drugbank	20	0.01	3	sage	relu	sum		0.0	0.841786	0.84286	0.836448	0.8468263848446883	0.8308301590394098	0.8242347528190903	41	0.0408763726552327
drugbank	20	0.01	3	sage	relu	mean		0.0	0.921758	0.898372	0.894782	0.925174148548165	0.8983090830790117	0.8869326397078976	502	0.574826161066691
drugbank	20	0.01	3	sage	relu	max		0.0	0.939624	0.921639	0.927591	0.9443899570963412	0.9219247079427094	0.9283346758468032	240	0.2319270014762878
drugbank	20	0.01	3	sage	relu	sum		0.2	0.8306	0.829728	0.828339	0.8424943177657047	0.8425552932621061	0.839856266022488	41	0.0506401062011718
drugbank	20	0.01	3	sage	relu	mean		0.2	0.889891	0.865006	0.85496	0.8923692476342967	0.8667259937117272	0.8558047677071605	388	0.4439409414927164
drugbank	20	0.01	3	sage	relu	max		0.2	0.953145	0.921787	0.934181	0.9568565915175224	0.9177704830698492	0.933963615519046	661	0.6499876817067464
drugbank	20	0.01	3	sage	relu	sum		0.5	0.754344	0.74546	0.742665	0.8076724471327417	0.8058559053673195	0.8033885109522291	44	0.0496002833048502
drugbank	20	0.01	3	sage	relu	mean		0.5	0.677815	0.638593	0.622005	0.7199763767714177	0.697173640660219	0.6863265052506543	41	0.0463467280069987
drugbank	20	0.01	3	sage	relu	max		0.5	0.932404	0.912587	0.932278	0.9347424296046872	0.9141624822153464	0.9330311378746826	999	0.9459052562713623
drugbank	20	0.01	4	sage	relu	sum		0.0	0.595408	0.553361	0.517465	0.6943998281890945	0.6595501901803048	0.6397874862786368	41	0.0402694821357727
drugbank	20	0.01	4	sage	relu	mean		0.0	0.900525	0.872842	0.877264	0.9032427084733194	0.86862766322773	0.8715511685163837	242	0.274280301729838
drugbank	20	0.01	4	sage	relu	max		0.0	0.946198	0.929191	0.928256	0.9481904876678192	0.9278468306364446	0.92782571597609	283	0.3181864420572917
drugbank	20	0.01	4	sage	relu	sum		0.2	0.77144	0.757638	0.757058	0.8014289433198962	0.7955838939398951	0.7930654883318565	60	0.0574634830156962
drugbank	20	0.01	4	sage	relu	mean		0.2	0.884823	0.869492	0.86925	0.8899429805249165	0.8711935923897417	0.8737656028625267	698	0.7351193308830262
drugbank	20	0.01	4	sage	relu	max		0.2	0.957317	0.929234	0.929484	0.957961003365078	0.9257720541390084	0.9250503381262264	810	0.8778638005256653
drugbank	20	0.01	4	sage	relu	sum		0.5	0.77374	0.755727	0.764618	0.8128814131200084	0.8008339579669965	0.8068228694254951	41	0.0412570277849833
drugbank	20	0.01	4	sage	relu	mean		0.5	0.641653	0.597887	0.57821	0.6421517658094511	0.6115674076613989	0.5993941581903072	41	0.0467454711596171
drugbank	20	0.01	4	sage	relu	max		0.5	0.890888	0.905197	0.919205	0.891102925488422	0.9036648767898656	0.921112146899434	999	1.0990599274635315
drugbank	20	0.01	5	sage	relu	sum		0.0	0.601634	0.587319	0.584997	0.6930092772945159	0.6686084859416406	0.6496533828723297	41	0.0490399638811747
drugbank	20	0.01	5	sage	relu	mean		0.0	0.91372	0.88903	0.898938	0.9161855315668042	0.878425461675175	0.8839546034838268	231	0.2830926378568013
drugbank	20	0.01	5	sage	relu	max		0.0	0.940624	0.924424	0.927011	0.9472316178529064	0.928368905497266	0.9293788909877152	264	0.2705689907073975
drugbank	20	0.01	5	sage	relu	sum		0.2	0.762414	0.748729	0.721246	0.7963331288502695	0.7768580040371864	0.7356291375599654	41	0.0496952255566914
drugbank	20	0.01	5	sage	relu	mean		0.2	0.700697	0.685625	0.65522	0.7225100614499317	0.7215518070828482	0.7015687509794379	53	0.0615812500317891
drugbank	20	0.01	5	sage	relu	max		0.2	0.94655	0.922856	0.930952	0.9446822713481592	0.9234535130254696	0.9265942833254311	999	1.103443193435669
drugbank	20	0.01	5	sage	relu	sum		0.5	0.765551	0.751234	0.756689	0.7951513888094179	0.7904706557631502	0.8005851856503348	60	0.0679274439811706
drugbank	20	0.01	5	sage	relu	mean		0.5	0.657832	0.622419	0.586053	0.6128006244363644	0.5904062529274456	0.5556261081423931	41	0.0543002645174662
drugbank	20	0.01	5	sage	relu	max		0.5	0.875323	0.884079	0.900869	0.8556690740317552	0.8566428723894206	0.887323183923532	999	1.0859313130378725
drugbank	7	0.01	1	sage	tanh	sum		0.0	0.912499	0.905717	0.909536	0.9220964585653876	0.9077250479519396	0.9135770169742377	999	0.7623174111048381
drugbank	7	0.01	1	sage	tanh	mean		0.0	0.878659	0.851321	0.849496	0.8708736928604232	0.8436784204964312	0.8375044699041925	512	0.4027087728182474
drugbank	7	0.01	1	sage	tanh	max		0.0	0.909712	0.887249	0.893272	0.9139074476300796	0.8887255839589864	0.8967486802739386	690	0.5418198744455973
drugbank	10	0.01	1	sage	tanh	sum		0.0	0.910667	0.901972	0.911869	0.9198747649715828	0.9064882004000864	0.9177667114255476	752	0.5666161417961121
drugbank	10	0.01	1	sage	tanh	mean		0.0	0.882033	0.855612	0.853259	0.8762785994786575	0.8355062096248033	0.8308367011284198	494	0.3672553857167562
drugbank	10	0.01	1	sage	tanh	max		0.0	0.910735	0.890482	0.899018	0.916887478024189	0.8867032049476637	0.9036225038162458	617	0.4626391013463338
drugbank	20	0.01	1	sage	tanh	sum		0.0	0.930249	0.921985	0.925492	0.936122190741572	0.9268682284112838	0.925940251480982	999	0.8532219250996907
drugbank	20	0.01	1	sage	tanh	mean		0.0	0.895863	0.866502	0.867505	0.8950955198888377	0.8570018034296554	0.8537078443971056	397	0.3102629741032918
drugbank	20	0.01	1	sage	tanh	max		0.0	0.910762	0.890111	0.900701	0.9162483813506268	0.8906834947798253	0.8999962664707238	593	0.472632356484731
drugbank	7	0.01	1	graphconv	relu	sum		0.0	0.897771	0.897428	0.891254	0.9076086561617872	0.9087137791777032	0.9066651914904732	999	0.8115797678629557
drugbank	7	0.01	1	graphconv	relu	mean		0.0	0.872999	0.848688	0.841159	0.8673695893671282	0.8462521892689562	0.8303801730735758	770	0.5935410499572754
drugbank	7	0.01	1	graphconv	relu	max		0.0	0.901983	0.889777	0.88576	0.9051432899824248	0.8909299360931439	0.885350382690486	999	0.7878788948059082
drugbank	7	0.01	2	graphconv	relu	sum		0.0	0.927877	0.925687	0.92221	0.9376636861802752	0.931050751458949	0.925194271873666	999	0.7962880452473958
drugbank	7	0.01	2	graphconv	relu	mean		0.0	0.882306	0.85364	0.867787	0.8788066414144335	0.8461137959133287	0.8592793247022471	594	0.5299037098884583
drugbank	7	0.01	2	graphconv	relu	max		0.0	0.931732	0.912703	0.919692	0.933872535717334	0.9117229999117644	0.9213969831200772	632	0.5409071723620097
drugbank	7	0.01	2	graphconv	relu	sum		0.2	0.920478	0.921321	0.918613	0.930581948433198	0.9294216499490254	0.925803105510396	999	0.8232954700787862
drugbank	7	0.01	2	graphconv	relu	mean		0.2	0.887273	0.864651	0.861271	0.885596268055705	0.8645388822265809	0.8577515118989514	999	0.8660710612932842
drugbank	7	0.01	2	graphconv	relu	max		0.2	0.928639	0.908365	0.904205	0.9322368348843416	0.9111634443654788	0.9011470883827508	999	0.8567647020022074
drugbank	7	0.01	2	graphconv	relu	sum		0.5	0.915921	0.919601	0.917192	0.9273964670964788	0.9268300263335252	0.9237222992338368	999	0.8542278409004211
drugbank	7	0.01	2	graphconv	relu	mean		0.5	0.591827	0.529441	0.472704	0.5522410162081031	0.5138712516980926	0.4820236546852595	161	0.129960294564565
drugbank	7	0.01	2	graphconv	relu	max		0.5	0.917473	0.904404	0.909704	0.9214944666988318	0.90195669700072	0.9082016710579964	999	0.8193969289461772
drugbank	7	0.01	3	graphconv	relu	sum		0.0	0.883244	0.859162	0.849633	0.903629643650502	0.8899815463095032	0.8840705820508401	101	0.0862985610961914
drugbank	7	0.01	3	graphconv	relu	mean		0.0	0.907315	0.883981	0.891988	0.9037173213803756	0.8841862431456047	0.8846021774574435	481	0.4337736924489339
drugbank	7	0.01	3	graphconv	relu	max		0.0	0.927302	0.908317	0.915996	0.9344189807265268	0.9153354751359478	0.9184449957423432	389	0.3543996135393778
drugbank	7	0.01	3	graphconv	relu	sum		0.2	0.756448	0.762359	0.762446	0.8225788959541351	0.8214785479036351	0.8165098520118443	41	0.0360305190086364
drugbank	7	0.01	3	graphconv	relu	mean		0.2	0.902998	0.881119	0.871014	0.9065310082048604	0.8777601270191344	0.8667018872985611	999	1.0050369103749592
drugbank	7	0.01	3	graphconv	relu	max		0.2	0.926843	0.915524	0.923339	0.9292967820611197	0.9143664700325866	0.919181903892896	999	0.9189350724220277
drugbank	7	0.01	3	graphconv	relu	sum		0.5	0.920788	0.92187	0.923363	0.9311961810106408	0.9273183954201646	0.9301819933992334	999	0.9243981877962748
drugbank	7	0.01	3	graphconv	relu	mean		0.5	0.691429	0.644356	0.630277	0.7147965398818793	0.6784393348752247	0.6644059677656161	46	0.0466777364412943
drugbank	7	0.01	3	graphconv	relu	max		0.5	0.888414	0.893295	0.905956	0.9004265838156642	0.9005820336998798	0.9115052108812762	999	0.8848252058029175
drugbank	7	0.01	4	graphconv	relu	sum		0.0	0.871335	0.810138	0.777339	0.895534117437209	0.8555027820144274	0.8368584062674477	41	0.0467879931131998
drugbank	7	0.01	4	graphconv	relu	mean		0.0	0.876461	0.850486	0.860128	0.8631727497057207	0.819126685852912	0.8370674280000392	363	0.3879242499669393
drugbank	7	0.01	4	graphconv	relu	max		0.0	0.925796	0.906606	0.90541	0.927971868251108	0.9051227986623396	0.9027123493300446	650	0.7324634830156962
drugbank	7	0.01	4	graphconv	relu	sum		0.2	0.907437	0.905332	0.916298	0.916873838810268	0.916212911552968	0.925888472987166	999	0.947223965326945
drugbank	7	0.01	4	graphconv	relu	mean		0.2	0.748401	0.750652	0.740885	0.793537410089968	0.7951799920144187	0.788025265393213	999	1.1125901103019715
drugbank	7	0.01	4	graphconv	relu	max		0.2	0.917918	0.924884	0.926864	0.9215774831982712	0.923573122664228	0.927402825252278	999	1.03035196463267
drugbank	7	0.01	4	graphconv	relu	sum		0.5	0.780315	0.78846	0.777844	0.8173180260160082	0.821535229493271	0.8139857067640521	54	0.051293921470642
drugbank	7	0.01	4	graphconv	relu	mean		0.5	0.657237	0.631111	0.615254	0.676345755083016	0.6695247477708834	0.6603141620019167	41	0.0458311994870503
drugbank	7	0.01	4	graphconv	relu	max		0.5	0.752084	0.810909	0.846858	0.7046691392387698	0.7640247180557593	0.8098922476805894	999	1.10020166238149
drugbank	7	0.01	5	graphconv	relu	sum		0.0	0.761792	0.754776	0.753658	0.8072868850402127	0.8087635991224738	0.8083139068641483	41	0.049252426624298
drugbank	7	0.01	5	graphconv	relu	mean		0.0	0.879074	0.86009	0.859862	0.8726295988702977	0.8590623769008029	0.8450720164501414	838	0.9672113060951232
drugbank	7	0.01	5	graphconv	relu	max		0.0	0.927906	0.912061	0.915037	0.9322125841516904	0.910985072781213	0.9164498797481598	721	0.7918396115303039
drugbank	7	0.01	5	graphconv	relu	sum		0.2	0.770127	0.752143	0.764768	0.8113714738645801	0.7998752220030082	0.8104503056248115	73	0.0880803346633911
drugbank	7	0.01	5	graphconv	relu	mean		0.2	0.818279	0.81145	0.814607	0.8321509437264268	0.8220300556312155	0.827277517520394	999	1.1959398667017618
drugbank	7	0.01	5	graphconv	relu	max		0.2	0.872787	0.890704	0.891718	0.8688670524324604	0.8821183347139504	0.8847282468406246	999	1.2135227163632711
drugbank	7	0.01	5	graphconv	relu	sum		0.5	0.768151	0.766968	0.756349	0.792693509152482	0.7941155669872392	0.7910444566242371	41	0.0453694581985473
drugbank	7	0.01	5	graphconv	relu	mean		0.5	0.676617	0.62376	0.615499	0.7172177746258599	0.6768497955821592	0.6722761144625737	52	0.0686509688695271
drugbank	7	0.01	5	graphconv	relu	max		0.5	0.86021	0.87316	0.889083	0.8508111123852848	0.8690460347694466	0.8859557194331125	999	1.2509567022323609
drugbank	10	0.01	1	graphconv	relu	sum		0.0	0.920586	0.913745	0.909514	0.9298443393147408	0.9209814555520937	0.9162117816992864	999	0.9055826822916668
drugbank	10	0.01	1	graphconv	relu	mean		0.0	0.887174	0.856178	0.854192	0.8848289417597892	0.8556235404477937	0.8452028983205289	644	0.5947795510292053
drugbank	10	0.01	1	graphconv	relu	max		0.0	0.903275	0.885822	0.889804	0.9080066367733062	0.8890396166938863	0.8909710403018909	963	0.8706117987632751
drugbank	10	0.01	2	graphconv	relu	sum		0.0	0.924458	0.905818	0.915246	0.930655115028192	0.9122459425180508	0.9235652492657352	826	0.8573601126670838
drugbank	10	0.01	2	graphconv	relu	mean		0.0	0.894862	0.861091	0.868635	0.8918070259387865	0.8576965351562598	0.8602428366729263	236	0.2511661648750305
drugbank	10	0.01	2	graphconv	relu	max		0.0	0.931339	0.913875	0.918197	0.9347094535688744	0.9102780064585496	0.9137013194370556	356	0.3710698405901591
drugbank	10	0.01	2	graphconv	relu	sum		0.2	0.935115	0.926226	0.924319	0.9410207852680996	0.930591840885322	0.9278997117086734	999	1.0388160904248556
drugbank	10	0.01	2	graphconv	relu	mean		0.2	0.876434	0.855432	0.848133	0.8787932478257943	0.8456543278768833	0.839481732704544	348	0.3521151105562846
drugbank	10	0.01	2	graphconv	relu	max		0.2	0.933453	0.912462	0.921788	0.9378761443338528	0.9149036950719164	0.9220854462425632	999	1.0271483818689982
drugbank	10	0.01	2	graphconv	relu	sum		0.5	0.922679	0.914876	0.925449	0.932142037445044	0.9208414230827572	0.9289395293856068	999	1.025462595621745
